Source,Target,,,
82,94,1,0,0
82,89,1,0,0
82,83,1,0,0
1,2,1,0,0
25,26,1,0,0
10,12,1,0,0
14,15,1,0,0
15,16,1,0,0
16,17,1,0,0
17,18,1,0,0
18,23,1,0,0
19,21,1,0,0
53,63,1,0,0
24,9,1,0,0
24,25,1,0,0
12,13,1,0,0
63,68,1,0,0
70,71,1,0,0
38,45,1,0,0
39,41,1,0,0
43,44,1,0,0
44,45,1,0,0
45,46,1,0,0
46,47,1,0,0
54,56,1,0,0
58,59,1,0,0
59,60,1,0,0
60,61,1,0,0
61,62,1,0,0
62,63,1,0,0
64,66,1,0,0
69,37,1,0,0
69,70,1,0,0
95,96,1,0,0
85,86,1,0,0
84,86,1,0,0
88,93,1,0,0
89,91,1,0,0
9,24,1,0,0
9,19,1,0,0
9,10,1,0,0
94,82,1,0,0
94,95,1,0,0
86,87,1,0,0
66,67,1,0,0
56,57,1,0,0
41,42,1,0,0
21,22,1,0,0
11,12,1,0,0
32,33,1,0,0
4,5,1,0,0
77,78,1,0,0
13,14,1,0,0
20,21,1,0,0
22,23,1,0,0
40,41,1,0,0
42,43,1,0,0
55,56,1,0,0
57,58,1,0,0
65,66,1,0,0
67,68,1,0,0
83,85,1,0,0
87,88,1,0,0
90,91,1,0,0
91,92,1,0,0
92,93,1,0,0
100,101,1,0,0
101,102,1,0,0
37,69,1,0,0
37,64,1,0,0
37,54,1,0,0
37,39,1,0,0
0,3,0,1,0
0,31,0,1,0
3,6,0,1,0
3,29,0,1,0
6,8,0,1,0
8,8,0,1,0
8,27,0,1,0
27,29,0,1,0
29,76,0,1,0
31,34,0,1,0
31,74,0,1,0
34,36,0,1,0
36,48,0,1,0
36,50,0,1,0
48,52,0,1,0
50,52,0,1,0
52,36,0,1,0
52,72,0,1,0
72,74,0,1,0
74,76,0,1,0
76,79,0,1,0
76,99,0,1,0
79,81,0,1,0
81,81,0,1,0
81,97,0,1,0
97,99,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
5,3,0,0,1
7,6,0,0,1
9,8,0,0,1
10,8,0,0,1
11,8,0,0,1
12,8,0,0,1
13,8,0,0,1
14,8,0,0,1
15,8,0,0,1
16,8,0,0,1
17,8,0,0,1
18,8,0,0,1
19,8,0,0,1
20,8,0,0,1
21,8,0,0,1
22,8,0,0,1
23,8,0,0,1
24,8,0,0,1
25,8,0,0,1
26,8,0,0,1
28,27,0,0,1
30,29,0,0,1
32,31,0,0,1
33,31,0,0,1
35,34,0,0,1
37,36,0,0,1
38,36,0,0,1
39,36,0,0,1
40,36,0,0,1
41,36,0,0,1
42,36,0,0,1
43,36,0,0,1
44,36,0,0,1
45,36,0,0,1
46,36,0,0,1
47,36,0,0,1
49,48,0,0,1
51,50,0,0,1
53,52,0,0,1
54,52,0,0,1
55,52,0,0,1
56,52,0,0,1
57,52,0,0,1
58,52,0,0,1
59,52,0,0,1
60,52,0,0,1
61,52,0,0,1
62,52,0,0,1
63,52,0,0,1
64,52,0,0,1
65,52,0,0,1
66,52,0,0,1
67,52,0,0,1
68,52,0,0,1
69,52,0,0,1
70,52,0,0,1
71,52,0,0,1
73,72,0,0,1
75,74,0,0,1
77,76,0,0,1
78,76,0,0,1
80,79,0,0,1
82,81,0,0,1
83,81,0,0,1
84,81,0,0,1
85,81,0,0,1
86,81,0,0,1
87,81,0,0,1
88,81,0,0,1
89,81,0,0,1
90,81,0,0,1
91,81,0,0,1
92,81,0,0,1
93,81,0,0,1
94,81,0,0,1
95,81,0,0,1
96,81,0,0,1
98,97,0,0,1
100,99,0,0,1
101,99,0,0,1
102,99,0,0,1
103,99,0,0,1
