Source,Target,,,
152,153,1,0,0
123,124,1,0,0
123,102,1,0,0
115,123,1,0,0
115,116,1,0,0
107,115,1,0,0
107,108,1,0,0
422,77,1,0,0
18,19,1,0,0
272,273,1,0,0
274,284,1,0,0
287,290,1,0,0
280,284,1,0,0
281,282,1,0,0
282,283,1,0,0
283,284,1,0,0
284,285,1,0,0
286,296,1,0,0
29,30,1,0,0
32,33,1,0,0
35,36,1,0,0
38,39,1,0,0
41,42,1,0,0
79,84,1,0,0
79,81,1,0,0
44,45,1,0,0
47,48,1,0,0
50,51,1,0,0
53,54,1,0,0
56,57,1,0,0
59,60,1,0,0
62,63,1,0,0
65,66,1,0,0
68,69,1,0,0
71,72,1,0,0
80,81,1,0,0
78,384,1,0,0
78,372,1,0,0
78,360,1,0,0
78,348,1,0,0
78,336,1,0,0
78,324,1,0,0
78,312,1,0,0
78,300,1,0,0
78,288,1,0,0
78,276,1,0,0
78,264,1,0,0
78,252,1,0,0
78,240,1,0,0
78,228,1,0,0
78,216,1,0,0
78,204,1,0,0
78,192,1,0,0
78,180,1,0,0
78,168,1,0,0
78,156,1,0,0
78,145,1,0,0
78,94,1,0,0
78,421,1,0,0
78,86,1,0,0
78,79,1,0,0
83,84,1,0,0
87,88,1,0,0
86,91,1,0,0
86,88,1,0,0
90,91,1,0,0
93,94,1,0,0
234,235,1,0,0
235,236,1,0,0
236,237,1,0,0
238,248,1,0,0
251,254,1,0,0
244,248,1,0,0
102,107,1,0,0
104,107,1,0,0
106,107,1,0,0
111,115,1,0,0
114,115,1,0,0
119,123,1,0,0
144,146,1,0,0
122,123,1,0,0
128,129,1,0,0
10,83,1,0,0
11,12,1,0,0
131,133,1,0,0
132,133,1,0,0
133,137,1,0,0
134,136,1,0,0
135,136,1,0,0
136,137,1,0,0
137,138,1,0,0
143,152,1,0,0
9,10,1,0,0
148,152,1,0,0
149,150,1,0,0
5,6,1,0,0
150,151,1,0,0
151,152,1,0,0
16,154,1,0,0
16,165,1,0,0
17,18,1,0,0
19,166,1,0,0
19,177,1,0,0
13,90,1,0,0
14,15,1,0,0
154,164,1,0,0
160,164,1,0,0
161,162,1,0,0
162,163,1,0,0
163,164,1,0,0
308,309,1,0,0
310,320,1,0,0
323,326,1,0,0
316,320,1,0,0
317,318,1,0,0
318,319,1,0,0
319,320,1,0,0
330,331,1,0,0
164,165,1,0,0
166,176,1,0,0
172,176,1,0,0
173,174,1,0,0
174,175,1,0,0
320,321,1,0,0
322,332,1,0,0
335,338,1,0,0
328,332,1,0,0
329,330,1,0,0
331,332,1,0,0
175,176,1,0,0
176,177,1,0,0
178,188,1,0,0
184,188,1,0,0
185,186,1,0,0
186,187,1,0,0
187,188,1,0,0
188,189,1,0,0
190,200,1,0,0
203,206,1,0,0
196,200,1,0,0
197,198,1,0,0
198,199,1,0,0
199,200,1,0,0
200,201,1,0,0
202,212,1,0,0
215,218,1,0,0
208,212,1,0,0
209,210,1,0,0
210,211,1,0,0
211,212,1,0,0
212,213,1,0,0
214,224,1,0,0
227,230,1,0,0
220,224,1,0,0
221,222,1,0,0
222,223,1,0,0
223,224,1,0,0
224,225,1,0,0
226,236,1,0,0
239,242,1,0,0
232,236,1,0,0
233,234,1,0,0
262,272,1,0,0
275,278,1,0,0
268,272,1,0,0
269,270,1,0,0
270,271,1,0,0
271,272,1,0,0
245,246,1,0,0
246,247,1,0,0
247,248,1,0,0
248,249,1,0,0
7,132,1,0,0
7,135,1,0,0
8,9,1,0,0
21,22,1,0,0
12,13,1,0,0
15,16,1,0,0
6,7,1,0,0
250,260,1,0,0
263,266,1,0,0
256,260,1,0,0
257,258,1,0,0
258,259,1,0,0
259,260,1,0,0
260,261,1,0,0
415,416,1,0,0
415,396,1,0,0
416,417,1,0,0
421,423,1,0,0
421,78,1,0,0
423,424,1,0,0
299,302,1,0,0
292,296,1,0,0
293,294,1,0,0
294,295,1,0,0
295,296,1,0,0
296,297,1,0,0
298,308,1,0,0
311,314,1,0,0
304,308,1,0,0
305,306,1,0,0
306,307,1,0,0
307,308,1,0,0
332,333,1,0,0
334,344,1,0,0
347,350,1,0,0
340,344,1,0,0
341,342,1,0,0
342,343,1,0,0
343,344,1,0,0
344,345,1,0,0
346,356,1,0,0
359,362,1,0,0
352,356,1,0,0
353,354,1,0,0
354,355,1,0,0
355,356,1,0,0
356,357,1,0,0
358,368,1,0,0
371,374,1,0,0
364,368,1,0,0
365,366,1,0,0
366,367,1,0,0
367,368,1,0,0
368,369,1,0,0
370,380,1,0,0
383,386,1,0,0
101,105,1,0,0
101,112,1,0,0
101,120,1,0,0
101,125,1,0,0
376,380,1,0,0
377,378,1,0,0
378,379,1,0,0
379,380,1,0,0
380,381,1,0,0
382,392,1,0,0
388,392,1,0,0
389,390,1,0,0
390,391,1,0,0
391,392,1,0,0
392,393,1,0,0
396,397,1,0,0
396,400,1,0,0
396,406,1,0,0
396,409,1,0,0
396,415,1,0,0
399,404,1,0,0
402,404,1,0,0
403,404,1,0,0
404,405,1,0,0
408,413,1,0,0
411,413,1,0,0
412,413,1,0,0
413,414,1,0,0
20,21,1,0,0
22,178,1,0,0
22,189,1,0,0
23,24,1,0,0
24,25,1,0,0
25,190,1,0,0
25,201,1,0,0
26,27,1,0,0
27,28,1,0,0
397,398,1,0,0
28,202,1,0,0
28,213,1,0,0
30,31,1,0,0
31,214,1,0,0
31,225,1,0,0
33,34,1,0,0
34,226,1,0,0
34,237,1,0,0
36,37,1,0,0
37,238,1,0,0
37,249,1,0,0
39,40,1,0,0
40,250,1,0,0
40,261,1,0,0
42,43,1,0,0
43,262,1,0,0
43,273,1,0,0
45,46,1,0,0
46,274,1,0,0
46,285,1,0,0
48,49,1,0,0
49,286,1,0,0
49,297,1,0,0
51,52,1,0,0
52,298,1,0,0
52,309,1,0,0
54,55,1,0,0
55,310,1,0,0
55,321,1,0,0
57,58,1,0,0
58,322,1,0,0
58,333,1,0,0
60,61,1,0,0
61,334,1,0,0
61,345,1,0,0
63,64,1,0,0
64,346,1,0,0
64,357,1,0,0
66,67,1,0,0
67,358,1,0,0
67,369,1,0,0
69,70,1,0,0
70,370,1,0,0
70,381,1,0,0
72,73,1,0,0
73,382,1,0,0
73,393,1,0,0
81,82,1,0,0
82,132,1,0,0
84,85,1,0,0
85,131,1,0,0
88,89,1,0,0
89,135,1,0,0
91,92,1,0,0
92,134,1,0,0
94,95,1,0,0
95,96,1,0,0
95,108,1,0,0
95,116,1,0,0
95,124,1,0,0
95,149,1,0,0
95,161,1,0,0
95,173,1,0,0
95,185,1,0,0
95,197,1,0,0
95,209,1,0,0
95,221,1,0,0
95,233,1,0,0
95,245,1,0,0
95,257,1,0,0
95,269,1,0,0
95,281,1,0,0
95,293,1,0,0
95,305,1,0,0
95,317,1,0,0
95,329,1,0,0
95,341,1,0,0
95,353,1,0,0
95,365,1,0,0
95,377,1,0,0
95,389,1,0,0
95,403,1,0,0
95,412,1,0,0
140,409,1,0,0
