Source,Target,,,
46,47,1,0,0
34,43,1,0,0
34,35,1,0,0
28,29,1,0,0
8,14,1,0,0
8,10,1,0,0
8,48,1,0,0
24,28,1,0,0
26,28,1,0,0
27,28,1,0,0
31,34,1,0,0
32,34,1,0,0
33,34,1,0,0
43,45,1,0,0
40,41,1,0,0
10,11,1,0,0
44,46,1,0,0
45,46,1,0,0
48,51,1,0,0
48,8,1,0,0
51,52,1,0,0
14,15,1,0,0
9,10,1,0,0
11,12,1,0,0
11,27,1,0,0
11,29,1,0,0
11,44,1,0,0
13,14,1,0,0
15,16,1,0,0
15,33,1,0,0
15,35,1,0,0
15,47,1,0,0
23,24,1,0,0
25,26,1,0,0
25,32,1,0,0
30,31,1,0,0
36,22,1,0,0
2,21,1,0,0
37,21,1,0,0
1,6,1,0,0
20,23,1,0,0
20,38,1,0,0
38,20,1,0,0
6,20,1,0,0
6,50,1,0,0
50,6,1,0,0
19,39,1,0,0
39,40,1,0,0
39,19,1,0,0
49,7,1,0,0
7,22,1,0,0
7,49,1,0,0
22,30,1,0,0
22,36,1,0,0
21,25,1,0,0
21,37,1,0,0
3,7,1,0,0
0,5,0,1,0
5,18,0,1,0
18,42,0,1,0
18,18,0,1,0
42,53,0,1,0
42,5,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
14,5,0,0,1
15,5,0,0,1
16,5,0,0,1
17,5,0,0,1
19,18,0,0,1
20,18,0,0,1
21,18,0,0,1
22,18,0,0,1
23,18,0,0,1
24,18,0,0,1
25,18,0,0,1
26,18,0,0,1
27,18,0,0,1
28,18,0,0,1
29,18,0,0,1
30,18,0,0,1
31,18,0,0,1
32,18,0,0,1
33,18,0,0,1
34,18,0,0,1
35,18,0,0,1
36,18,0,0,1
37,18,0,0,1
38,18,0,0,1
39,18,0,0,1
40,18,0,0,1
41,18,0,0,1
43,42,0,0,1
44,42,0,0,1
45,42,0,0,1
46,42,0,0,1
47,42,0,0,1
48,42,0,0,1
49,42,0,0,1
50,42,0,0,1
51,42,0,0,1
52,42,0,0,1
54,53,0,0,1
