Source,Target,,,
90,56,1,0,0
1,65,1,0,0
1,60,1,0,0
1,40,1,0,0
1,15,1,0,0
91,57,1,0,0
56,90,1,0,0
56,78,1,0,0
56,59,1,0,0
20,21,1,0,0
8,10,1,0,0
12,13,1,0,0
58,82,1,0,0
58,81,1,0,0
58,92,1,0,0
58,73,1,0,0
58,72,1,0,0
13,18,1,0,0
14,16,1,0,0
19,7,1,0,0
19,20,1,0,0
10,11,1,0,0
46,47,1,0,0
33,34,1,0,0
32,34,1,0,0
36,37,1,0,0
37,44,1,0,0
41,42,1,0,0
40,42,1,0,0
45,30,1,0,0
45,46,1,0,0
93,94,1,0,0
59,61,1,0,0
63,69,1,0,0
63,72,1,0,0
64,66,1,0,0
68,69,1,0,0
68,81,1,0,0
69,70,1,0,0
30,45,1,0,0
30,38,1,0,0
30,37,1,0,0
30,31,1,0,0
72,77,1,0,0
73,75,1,0,0
78,90,1,0,0
81,86,1,0,0
82,84,1,0,0
87,91,1,0,0
7,19,1,0,0
7,14,1,0,0
7,13,1,0,0
7,8,1,0,0
92,58,1,0,0
92,93,1,0,0
61,62,1,0,0
39,41,1,0,0
42,43,1,0,0
34,35,1,0,0
16,17,1,0,0
9,10,1,0,0
11,12,1,0,0
15,16,1,0,0
2,3,1,0,0
25,26,1,0,0
17,18,1,0,0
31,33,1,0,0
35,36,1,0,0
38,39,1,0,0
43,44,1,0,0
60,61,1,0,0
62,63,1,0,0
65,66,1,0,0
66,67,1,0,0
67,68,1,0,0
74,75,1,0,0
75,76,1,0,0
76,77,1,0,0
83,84,1,0,0
84,85,1,0,0
85,86,1,0,0
57,87,1,0,0
57,91,1,0,0
57,64,1,0,0
51,52,1,0,0
0,4,0,1,0
0,24,0,1,0
4,6,0,1,0
6,6,0,1,0
6,22,0,1,0
22,24,0,1,0
24,27,0,1,0
24,50,0,1,0
27,29,0,1,0
29,29,0,1,0
29,48,0,1,0
48,50,0,1,0
50,53,0,1,0
50,97,0,1,0
53,55,0,1,0
55,71,0,1,0
55,80,0,1,0
71,89,0,1,0
80,89,0,1,0
89,55,0,1,0
89,95,0,1,0
95,97,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
5,4,0,0,1
7,6,0,0,1
8,6,0,0,1
9,6,0,0,1
10,6,0,0,1
11,6,0,0,1
12,6,0,0,1
13,6,0,0,1
14,6,0,0,1
15,6,0,0,1
16,6,0,0,1
17,6,0,0,1
18,6,0,0,1
19,6,0,0,1
20,6,0,0,1
21,6,0,0,1
23,22,0,0,1
25,24,0,0,1
26,24,0,0,1
28,27,0,0,1
30,29,0,0,1
31,29,0,0,1
32,29,0,0,1
33,29,0,0,1
34,29,0,0,1
35,29,0,0,1
36,29,0,0,1
37,29,0,0,1
38,29,0,0,1
39,29,0,0,1
40,29,0,0,1
41,29,0,0,1
42,29,0,0,1
43,29,0,0,1
44,29,0,0,1
45,29,0,0,1
46,29,0,0,1
47,29,0,0,1
49,48,0,0,1
51,50,0,0,1
52,50,0,0,1
54,53,0,0,1
56,55,0,0,1
57,55,0,0,1
58,55,0,0,1
59,55,0,0,1
60,55,0,0,1
61,55,0,0,1
62,55,0,0,1
63,55,0,0,1
64,55,0,0,1
65,55,0,0,1
66,55,0,0,1
67,55,0,0,1
68,55,0,0,1
69,55,0,0,1
70,55,0,0,1
72,71,0,0,1
73,71,0,0,1
74,71,0,0,1
75,71,0,0,1
76,71,0,0,1
77,71,0,0,1
78,71,0,0,1
79,71,0,0,1
81,80,0,0,1
82,80,0,0,1
83,80,0,0,1
84,80,0,0,1
85,80,0,0,1
86,80,0,0,1
87,80,0,0,1
88,80,0,0,1
90,89,0,0,1
91,89,0,0,1
92,89,0,0,1
93,89,0,0,1
94,89,0,0,1
96,95,0,0,1
98,97,0,0,1
