Source,Target,,,
14,15,1,0,0
153,154,1,0,0
145,146,1,0,0
15,144,1,0,0
15,137,1,0,0
15,132,1,0,0
15,125,1,0,0
15,114,1,0,0
15,102,1,0,0
15,91,1,0,0
15,71,1,0,0
15,65,1,0,0
15,54,1,0,0
15,39,1,0,0
15,33,1,0,0
15,22,1,0,0
15,16,1,0,0
16,17,1,0,0
16,28,1,0,0
16,44,1,0,0
16,49,1,0,0
16,60,1,0,0
16,76,1,0,0
16,81,1,0,0
17,19,1,0,0
21,27,1,0,0
38,43,1,0,0
22,24,1,0,0
26,27,1,0,0
27,48,1,0,0
28,30,1,0,0
32,38,1,0,0
33,35,1,0,0
37,38,1,0,0
39,41,1,0,0
44,46,1,0,0
49,51,1,0,0
53,59,1,0,0
54,56,1,0,0
61,62,1,0,0
58,59,1,0,0
59,80,1,0,0
60,62,1,0,0
66,67,1,0,0
64,70,1,0,0
65,67,1,0,0
72,73,1,0,0
69,70,1,0,0
70,75,1,0,0
71,73,1,0,0
77,78,1,0,0
76,78,1,0,0
87,88,1,0,0
81,82,1,0,0
82,83,1,0,0
82,86,1,0,0
82,97,1,0,0
82,109,1,0,0
82,120,1,0,0
83,84,1,0,0
86,88,1,0,0
92,93,1,0,0
90,96,1,0,0
91,93,1,0,0
98,99,1,0,0
95,96,1,0,0
96,108,1,0,0
97,99,1,0,0
103,104,1,0,0
101,107,1,0,0
102,104,1,0,0
110,111,1,0,0
106,107,1,0,0
107,108,1,0,0
108,141,1,0,0
109,111,1,0,0
115,116,1,0,0
113,119,1,0,0
114,116,1,0,0
121,122,1,0,0
118,119,1,0,0
119,131,1,0,0
120,122,1,0,0
126,127,1,0,0
124,130,1,0,0
125,127,1,0,0
133,134,1,0,0
129,130,1,0,0
130,131,1,0,0
131,136,1,0,0
132,134,1,0,0
138,139,1,0,0
137,139,1,0,0
7,151,1,0,0
7,81,1,0,0
144,14,1,0,0
144,145,1,0,0
19,20,1,0,0
150,6,1,0,0
151,7,1,0,0
8,152,1,0,0
152,8,1,0,0
152,153,1,0,0
46,47,1,0,0
41,42,1,0,0
35,36,1,0,0
30,31,1,0,0
24,25,1,0,0
18,19,1,0,0
20,21,1,0,0
23,24,1,0,0
1,2,1,0,0
25,26,1,0,0
29,30,1,0,0
31,32,1,0,0
34,35,1,0,0
36,37,1,0,0
40,41,1,0,0
42,43,1,0,0
45,46,1,0,0
47,48,1,0,0
50,51,1,0,0
51,52,1,0,0
52,53,1,0,0
55,56,1,0,0
56,57,1,0,0
57,58,1,0,0
62,63,1,0,0
63,64,1,0,0
67,68,1,0,0
68,69,1,0,0
73,74,1,0,0
74,75,1,0,0
78,79,1,0,0
79,80,1,0,0
88,89,1,0,0
89,90,1,0,0
93,94,1,0,0
94,95,1,0,0
99,100,1,0,0
100,101,1,0,0
104,105,1,0,0
105,106,1,0,0
111,112,1,0,0
112,113,1,0,0
116,117,1,0,0
117,118,1,0,0
122,123,1,0,0
123,124,1,0,0
127,128,1,0,0
128,129,1,0,0
134,135,1,0,0
135,136,1,0,0
139,140,1,0,0
140,141,1,0,0
6,150,1,0,0
6,16,1,0,0
6,15,1,0,0
9,10,1,0,0
0,3,0,1,0
0,157,0,1,0
3,5,0,1,0
5,11,0,1,0
5,149,0,1,0
11,13,0,1,0
13,85,0,1,0
13,143,0,1,0
85,143,0,1,0
143,13,0,1,0
143,147,0,1,0
147,149,0,1,0
149,5,0,1,0
149,155,0,1,0
155,157,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
12,11,0,0,1
14,13,0,0,1
15,13,0,0,1
16,13,0,0,1
17,13,0,0,1
18,13,0,0,1
19,13,0,0,1
20,13,0,0,1
21,13,0,0,1
22,13,0,0,1
23,13,0,0,1
24,13,0,0,1
25,13,0,0,1
26,13,0,0,1
27,13,0,0,1
28,13,0,0,1
29,13,0,0,1
30,13,0,0,1
31,13,0,0,1
32,13,0,0,1
33,13,0,0,1
34,13,0,0,1
35,13,0,0,1
36,13,0,0,1
37,13,0,0,1
38,13,0,0,1
39,13,0,0,1
40,13,0,0,1
41,13,0,0,1
42,13,0,0,1
43,13,0,0,1
44,13,0,0,1
45,13,0,0,1
46,13,0,0,1
47,13,0,0,1
48,13,0,0,1
49,13,0,0,1
50,13,0,0,1
51,13,0,0,1
52,13,0,0,1
53,13,0,0,1
54,13,0,0,1
55,13,0,0,1
56,13,0,0,1
57,13,0,0,1
58,13,0,0,1
59,13,0,0,1
60,13,0,0,1
61,13,0,0,1
62,13,0,0,1
63,13,0,0,1
64,13,0,0,1
65,13,0,0,1
66,13,0,0,1
67,13,0,0,1
68,13,0,0,1
69,13,0,0,1
70,13,0,0,1
71,13,0,0,1
72,13,0,0,1
73,13,0,0,1
74,13,0,0,1
75,13,0,0,1
76,13,0,0,1
77,13,0,0,1
78,13,0,0,1
79,13,0,0,1
80,13,0,0,1
81,13,0,0,1
82,13,0,0,1
83,13,0,0,1
84,13,0,0,1
86,85,0,0,1
87,85,0,0,1
88,85,0,0,1
89,85,0,0,1
90,85,0,0,1
91,85,0,0,1
92,85,0,0,1
93,85,0,0,1
94,85,0,0,1
95,85,0,0,1
96,85,0,0,1
97,85,0,0,1
98,85,0,0,1
99,85,0,0,1
100,85,0,0,1
101,85,0,0,1
102,85,0,0,1
103,85,0,0,1
104,85,0,0,1
105,85,0,0,1
106,85,0,0,1
107,85,0,0,1
108,85,0,0,1
109,85,0,0,1
110,85,0,0,1
111,85,0,0,1
112,85,0,0,1
113,85,0,0,1
114,85,0,0,1
115,85,0,0,1
116,85,0,0,1
117,85,0,0,1
118,85,0,0,1
119,85,0,0,1
120,85,0,0,1
121,85,0,0,1
122,85,0,0,1
123,85,0,0,1
124,85,0,0,1
125,85,0,0,1
126,85,0,0,1
127,85,0,0,1
128,85,0,0,1
129,85,0,0,1
130,85,0,0,1
131,85,0,0,1
132,85,0,0,1
133,85,0,0,1
134,85,0,0,1
135,85,0,0,1
136,85,0,0,1
137,85,0,0,1
138,85,0,0,1
139,85,0,0,1
140,85,0,0,1
141,85,0,0,1
142,85,0,0,1
144,143,0,0,1
145,143,0,0,1
146,143,0,0,1
148,147,0,0,1
150,149,0,0,1
151,149,0,0,1
152,149,0,0,1
153,149,0,0,1
154,149,0,0,1
156,155,0,0,1
158,157,0,0,1
