Source,Target,,,
9,10,1,0,0
27,28,1,0,0
357,358,1,0,0
358,359,1,0,0
369,370,1,0,0
363,366,1,0,0
363,364,1,0,0
364,365,1,0,0
365,366,1,0,0
366,367,1,0,0
367,368,1,0,0
378,379,1,0,0
372,375,1,0,0
372,373,1,0,0
373,374,1,0,0
374,375,1,0,0
375,376,1,0,0
10,75,1,0,0
10,70,1,0,0
14,15,1,0,0
342,343,1,0,0
336,339,1,0,0
336,337,1,0,0
337,338,1,0,0
338,339,1,0,0
339,340,1,0,0
340,341,1,0,0
351,352,1,0,0
345,348,1,0,0
345,346,1,0,0
15,46,1,0,0
19,20,1,0,0
20,80,1,0,0
24,25,1,0,0
25,55,1,0,0
29,30,1,0,0
30,75,1,0,0
30,70,1,0,0
34,35,1,0,0
35,53,1,0,0
39,40,1,0,0
40,82,1,0,0
44,45,1,0,0
45,48,1,0,0
46,65,1,0,0
46,47,1,0,0
47,50,1,0,0
48,66,1,0,0
48,49,1,0,0
49,50,1,0,0
50,51,1,0,0
51,52,1,0,0
105,106,1,0,0
52,97,1,0,0
52,96,1,0,0
53,61,1,0,0
53,54,1,0,0
54,57,1,0,0
55,60,1,0,0
55,56,1,0,0
56,57,1,0,0
57,58,1,0,0
58,59,1,0,0
59,97,1,0,0
59,96,1,0,0
60,62,1,0,0
61,62,1,0,0
62,63,1,0,0
63,64,1,0,0
64,99,1,0,0
64,98,1,0,0
65,67,1,0,0
66,67,1,0,0
67,68,1,0,0
68,69,1,0,0
69,99,1,0,0
69,98,1,0,0
70,71,1,0,0
71,72,1,0,0
72,73,1,0,0
73,74,1,0,0
74,95,1,0,0
74,92,1,0,0
75,76,1,0,0
5,150,1,0,0
148,7,1,0,0
159,160,1,0,0
163,164,1,0,0
162,217,1,0,0
162,212,1,0,0
167,168,1,0,0
166,188,1,0,0
171,172,1,0,0
170,222,1,0,0
175,176,1,0,0
174,197,1,0,0
76,77,1,0,0
77,78,1,0,0
78,79,1,0,0
79,94,1,0,0
79,93,1,0,0
179,180,1,0,0
178,217,1,0,0
178,212,1,0,0
183,184,1,0,0
182,195,1,0,0
279,280,1,0,0
186,224,1,0,0
187,190,1,0,0
188,207,1,0,0
188,189,1,0,0
189,192,1,0,0
190,208,1,0,0
190,191,1,0,0
80,87,1,0,0
80,81,1,0,0
81,84,1,0,0
82,88,1,0,0
82,83,1,0,0
83,84,1,0,0
84,85,1,0,0
85,86,1,0,0
86,94,1,0,0
86,93,1,0,0
87,89,1,0,0
88,89,1,0,0
89,90,1,0,0
90,91,1,0,0
91,95,1,0,0
91,92,1,0,0
92,146,1,0,0
92,111,1,0,0
93,141,1,0,0
93,116,1,0,0
94,136,1,0,0
94,121,1,0,0
95,131,1,0,0
95,126,1,0,0
96,131,1,0,0
96,126,1,0,0
97,105,1,0,0
97,100,1,0,0
98,105,1,0,0
98,100,1,0,0
99,146,1,0,0
99,111,1,0,0
100,101,1,0,0
101,102,1,0,0
102,103,1,0,0
103,104,1,0,0
104,136,1,0,0
104,121,1,0,0
106,107,1,0,0
107,108,1,0,0
108,109,1,0,0
109,141,1,0,0
109,116,1,0,0
113,114,1,0,0
111,112,1,0,0
118,119,1,0,0
116,117,1,0,0
123,124,1,0,0
121,122,1,0,0
128,129,1,0,0
126,127,1,0,0
133,134,1,0,0
131,132,1,0,0
138,139,1,0,0
136,137,1,0,0
143,144,1,0,0
141,142,1,0,0
1,6,1,0,0
146,147,1,0,0
151,152,1,0,0
376,377,1,0,0
387,388,1,0,0
381,384,1,0,0
381,382,1,0,0
382,383,1,0,0
383,384,1,0,0
384,385,1,0,0
385,386,1,0,0
396,397,1,0,0
390,393,1,0,0
390,391,1,0,0
391,392,1,0,0
392,393,1,0,0
393,394,1,0,0
394,395,1,0,0
405,406,1,0,0
399,402,1,0,0
399,400,1,0,0
400,401,1,0,0
401,402,1,0,0
402,403,1,0,0
403,404,1,0,0
408,411,1,0,0
408,409,1,0,0
409,410,1,0,0
410,411,1,0,0
411,412,1,0,0
412,413,1,0,0
32,33,1,0,0
12,13,1,0,0
17,18,1,0,0
22,23,1,0,0
191,192,1,0,0
192,193,1,0,0
193,194,1,0,0
194,239,1,0,0
194,238,1,0,0
195,203,1,0,0
195,196,1,0,0
196,199,1,0,0
197,202,1,0,0
197,198,1,0,0
198,199,1,0,0
199,200,1,0,0
200,201,1,0,0
201,239,1,0,0
201,238,1,0,0
202,204,1,0,0
203,204,1,0,0
204,205,1,0,0
205,206,1,0,0
206,241,1,0,0
206,240,1,0,0
207,209,1,0,0
208,209,1,0,0
209,210,1,0,0
210,211,1,0,0
211,241,1,0,0
211,240,1,0,0
212,213,1,0,0
213,214,1,0,0
214,215,1,0,0
215,216,1,0,0
216,237,1,0,0
216,234,1,0,0
217,218,1,0,0
218,219,1,0,0
219,220,1,0,0
220,221,1,0,0
221,236,1,0,0
221,235,1,0,0
222,229,1,0,0
222,223,1,0,0
223,226,1,0,0
224,230,1,0,0
224,225,1,0,0
225,226,1,0,0
226,227,1,0,0
227,228,1,0,0
228,236,1,0,0
228,235,1,0,0
229,231,1,0,0
230,231,1,0,0
231,232,1,0,0
232,233,1,0,0
233,237,1,0,0
233,234,1,0,0
234,266,1,0,0
234,252,1,0,0
235,264,1,0,0
235,254,1,0,0
236,262,1,0,0
236,256,1,0,0
237,260,1,0,0
237,258,1,0,0
238,260,1,0,0
238,258,1,0,0
239,247,1,0,0
239,242,1,0,0
240,247,1,0,0
240,242,1,0,0
241,266,1,0,0
241,252,1,0,0
242,243,1,0,0
243,244,1,0,0
244,245,1,0,0
245,246,1,0,0
246,262,1,0,0
246,256,1,0,0
247,248,1,0,0
248,249,1,0,0
249,250,1,0,0
250,251,1,0,0
251,264,1,0,0
251,254,1,0,0
252,253,1,0,0
254,255,1,0,0
