Source,Target,,,
95,96,1,0,0
101,102,1,0,0
153,154,1,0,0
49,50,1,0,0
7,9,1,0,0
36,37,1,0,0
18,20,1,0,0
46,47,1,0,0
23,25,1,0,0
27,33,1,0,0
28,30,1,0,0
32,33,1,0,0
33,34,1,0,0
35,17,1,0,0
35,36,1,0,0
9,10,1,0,0
41,43,1,0,0
45,46,1,0,0
100,200,1,0,0
100,189,1,0,0
100,174,1,0,0
100,162,1,0,0
100,143,1,0,0
100,128,1,0,0
100,107,1,0,0
100,106,1,0,0
100,101,1,0,0
48,6,1,0,0
48,49,1,0,0
90,91,1,0,0
84,85,1,0,0
66,68,1,0,0
179,181,1,0,0
185,187,1,0,0
183,193,1,0,0
184,186,1,0,0
190,191,1,0,0
189,191,1,0,0
106,194,1,0,0
106,184,1,0,0
106,179,1,0,0
106,167,1,0,0
106,148,1,0,0
106,138,1,0,0
106,112,1,0,0
70,81,1,0,0
71,73,1,0,0
194,106,1,0,0
194,195,1,0,0
65,83,1,0,0
65,76,1,0,0
65,66,1,0,0
200,100,1,0,0
200,201,1,0,0
76,78,1,0,0
80,81,1,0,0
81,82,1,0,0
6,48,1,0,0
6,41,1,0,0
6,28,1,0,0
6,23,1,0,0
6,7,1,0,0
83,65,1,0,0
83,84,1,0,0
122,155,1,0,0
122,133,1,0,0
122,123,1,0,0
89,59,1,0,0
89,90,1,0,0
201,202,1,0,0
195,196,1,0,0
107,109,1,0,0
112,114,1,0,0
156,157,1,0,0
123,125,1,0,0
129,130,1,0,0
128,130,1,0,0
132,153,1,0,0
133,135,1,0,0
139,140,1,0,0
138,140,1,0,0
142,153,1,0,0
143,145,1,0,0
149,150,1,0,0
148,150,1,0,0
152,153,1,0,0
17,35,1,0,0
17,18,1,0,0
155,122,1,0,0
155,156,1,0,0
161,172,1,0,0
162,164,1,0,0
168,169,1,0,0
167,169,1,0,0
171,172,1,0,0
172,173,1,0,0
174,176,1,0,0
180,181,1,0,0
43,44,1,0,0
30,31,1,0,0
25,26,1,0,0
21,22,1,0,0
20,21,1,0,0
8,9,1,0,0
10,11,1,0,0
117,118,1,0,0
54,55,1,0,0
60,61,1,0,0
19,21,1,0,0
22,24,1,0,0
24,25,1,0,0
26,27,1,0,0
29,30,1,0,0
31,32,1,0,0
31,34,1,0,0
42,43,1,0,0
44,45,1,0,0
44,47,1,0,0
67,68,1,0,0
68,69,1,0,0
69,70,1,0,0
72,74,1,0,0
73,74,1,0,0
74,75,1,0,0
75,77,1,0,0
77,78,1,0,0
78,79,1,0,0
79,80,1,0,0
79,82,1,0,0
108,110,1,0,0
109,110,1,0,0
110,111,1,0,0
111,113,1,0,0
113,114,1,0,0
114,115,1,0,0
115,116,1,0,0
124,126,1,0,0
125,126,1,0,0
126,127,1,0,0
127,129,1,0,0
130,131,1,0,0
131,132,1,0,0
134,136,1,0,0
135,136,1,0,0
136,137,1,0,0
137,139,1,0,0
140,141,1,0,0
141,142,1,0,0
144,146,1,0,0
145,146,1,0,0
146,147,1,0,0
147,149,1,0,0
150,151,1,0,0
151,152,1,0,0
151,154,1,0,0
163,165,1,0,0
164,165,1,0,0
165,166,1,0,0
166,168,1,0,0
169,170,1,0,0
170,171,1,0,0
170,173,1,0,0
175,177,1,0,0
176,177,1,0,0
177,178,1,0,0
178,180,1,0,0
181,182,1,0,0
182,183,1,0,0
186,187,1,0,0
187,188,1,0,0
188,190,1,0,0
191,192,1,0,0
192,193,1,0,0
59,89,1,0,0
59,71,1,0,0
12,13,1,0,0
1,2,1,0,0
0,3,0,1,0
0,53,0,1,0
3,5,0,1,0
5,14,0,1,0
5,40,0,1,0
14,16,0,1,0
16,16,0,1,0
16,38,0,1,0
38,40,0,1,0
40,5,0,1,0
40,51,0,1,0
51,53,0,1,0
53,56,0,1,0
53,94,0,1,0
56,58,0,1,0
58,62,0,1,0
58,88,0,1,0
62,64,0,1,0
64,64,0,1,0
64,86,0,1,0
86,88,0,1,0
88,58,0,1,0
88,92,0,1,0
92,94,0,1,0
94,97,0,1,0
94,205,0,1,0
97,99,0,1,0
99,103,0,1,0
99,199,0,1,0
103,105,0,1,0
105,119,0,1,0
105,160,0,1,0
119,121,0,1,0
121,121,0,1,0
121,158,0,1,0
158,160,0,1,0
160,105,0,1,0
160,197,0,1,0
197,199,0,1,0
199,99,0,1,0
199,203,0,1,0
203,205,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
15,14,0,0,1
17,16,0,0,1
18,16,0,0,1
19,16,0,0,1
20,16,0,0,1
21,16,0,0,1
22,16,0,0,1
23,16,0,0,1
24,16,0,0,1
25,16,0,0,1
26,16,0,0,1
27,16,0,0,1
28,16,0,0,1
29,16,0,0,1
30,16,0,0,1
31,16,0,0,1
32,16,0,0,1
33,16,0,0,1
34,16,0,0,1
35,16,0,0,1
36,16,0,0,1
37,16,0,0,1
39,38,0,0,1
41,40,0,0,1
42,40,0,0,1
43,40,0,0,1
44,40,0,0,1
45,40,0,0,1
46,40,0,0,1
47,40,0,0,1
48,40,0,0,1
49,40,0,0,1
50,40,0,0,1
52,51,0,0,1
54,53,0,0,1
55,53,0,0,1
57,56,0,0,1
59,58,0,0,1
60,58,0,0,1
61,58,0,0,1
63,62,0,0,1
65,64,0,0,1
66,64,0,0,1
67,64,0,0,1
68,64,0,0,1
69,64,0,0,1
70,64,0,0,1
71,64,0,0,1
72,64,0,0,1
73,64,0,0,1
74,64,0,0,1
75,64,0,0,1
76,64,0,0,1
77,64,0,0,1
78,64,0,0,1
79,64,0,0,1
80,64,0,0,1
81,64,0,0,1
82,64,0,0,1
83,64,0,0,1
84,64,0,0,1
85,64,0,0,1
87,86,0,0,1
89,88,0,0,1
90,88,0,0,1
91,88,0,0,1
93,92,0,0,1
95,94,0,0,1
96,94,0,0,1
98,97,0,0,1
100,99,0,0,1
101,99,0,0,1
102,99,0,0,1
104,103,0,0,1
106,105,0,0,1
107,105,0,0,1
108,105,0,0,1
109,105,0,0,1
110,105,0,0,1
111,105,0,0,1
112,105,0,0,1
