Source,Target,,,
28,29,1,0,0
4,9,1,0,0
8,9,1,0,0
9,15,1,0,0
9,10,1,0,0
10,26,1,0,0
10,14,1,0,0
15,17,1,0,0
19,24,1,0,0
23,24,1,0,0
24,25,1,0,0
25,26,1,0,0
26,42,1,0,0
26,31,1,0,0
26,30,1,0,0
31,33,1,0,0
35,40,1,0,0
76,51,1,0,0
39,40,1,0,0
40,41,1,0,0
41,42,1,0,0
42,46,1,0,0
53,54,1,0,0
51,61,1,0,0
51,52,1,0,0
52,54,1,0,0
56,59,1,0,0
70,71,1,0,0
58,59,1,0,0
59,60,1,0,0
60,61,1,0,0
61,76,1,0,0
61,68,1,0,0
61,62,1,0,0
62,63,1,0,0
65,66,1,0,0
66,67,1,0,0
68,69,1,0,0
69,71,1,0,0
73,76,1,0,0
79,80,1,0,0
33,34,1,0,0
12,13,1,0,0
17,18,1,0,0
21,22,1,0,0
6,7,1,0,0
5,6,1,0,0
1,50,1,0,0
7,8,1,0,0
11,12,1,0,0
13,14,1,0,0
16,17,1,0,0
18,19,1,0,0
20,21,1,0,0
22,23,1,0,0
27,28,1,0,0
29,30,1,0,0
32,33,1,0,0
34,35,1,0,0
36,37,1,0,0
37,38,1,0,0
38,39,1,0,0
43,44,1,0,0
44,45,1,0,0
45,46,1,0,0
54,55,1,0,0
55,56,1,0,0
57,58,1,0,0
71,72,1,0,0
72,73,1,0,0
77,50,1,0,0
50,57,1,0,0
50,77,1,0,0
49,78,1,0,0
78,79,1,0,0
78,49,1,0,0
0,48,0,1,0
48,64,0,1,0
48,75,0,1,0
64,75,0,1,0
75,81,0,1,0
75,48,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0,0,0,1
5,0,0,0,1
6,0,0,0,1
7,0,0,0,1
8,0,0,0,1
9,0,0,0,1
10,0,0,0,1
11,0,0,0,1
12,0,0,0,1
13,0,0,0,1
14,0,0,0,1
15,0,0,0,1
16,0,0,0,1
17,0,0,0,1
18,0,0,0,1
19,0,0,0,1
20,0,0,0,1
21,0,0,0,1
22,0,0,0,1
23,0,0,0,1
24,0,0,0,1
25,0,0,0,1
26,0,0,0,1
27,0,0,0,1
28,0,0,0,1
29,0,0,0,1
30,0,0,0,1
31,0,0,0,1
32,0,0,0,1
33,0,0,0,1
34,0,0,0,1
35,0,0,0,1
36,0,0,0,1
37,0,0,0,1
38,0,0,0,1
39,0,0,0,1
40,0,0,0,1
41,0,0,0,1
42,0,0,0,1
43,0,0,0,1
44,0,0,0,1
45,0,0,0,1
46,0,0,0,1
47,0,0,0,1
49,48,0,0,1
50,48,0,0,1
51,48,0,0,1
52,48,0,0,1
53,48,0,0,1
54,48,0,0,1
55,48,0,0,1
56,48,0,0,1
57,48,0,0,1
58,48,0,0,1
59,48,0,0,1
60,48,0,0,1
61,48,0,0,1
62,48,0,0,1
63,48,0,0,1
65,64,0,0,1
66,64,0,0,1
67,64,0,0,1
68,64,0,0,1
69,64,0,0,1
70,64,0,0,1
71,64,0,0,1
72,64,0,0,1
73,64,0,0,1
74,64,0,0,1
76,75,0,0,1
77,75,0,0,1
78,75,0,0,1
79,75,0,0,1
80,75,0,0,1
82,81,0,0,1
