Source,Target,,,
126,129,1,0,0
123,126,1,0,0
73,85,1,0,0
14,15,1,0,0
7,12,1,0,0
8,10,1,0,0
203,209,1,0,0
203,204,1,0,0
186,192,1,0,0
186,187,1,0,0
13,6,1,0,0
13,14,1,0,0
10,11,1,0,0
33,34,1,0,0
25,31,1,0,0
61,62,1,0,0
26,27,1,0,0
27,29,1,0,0
32,24,1,0,0
32,33,1,0,0
176,177,1,0,0
130,131,1,0,0
131,133,1,0,0
141,142,1,0,0
136,137,1,0,0
139,140,1,0,0
140,142,1,0,0
169,170,1,0,0
110,129,1,0,0
54,55,1,0,0
53,55,1,0,0
57,58,1,0,0
58,66,1,0,0
60,62,1,0,0
64,65,1,0,0
65,66,1,0,0
66,67,1,0,0
74,75,1,0,0
75,77,1,0,0
75,86,1,0,0
76,93,1,0,0
76,130,1,0,0
76,139,1,0,0
76,150,1,0,0
76,158,1,0,0
129,147,1,0,0
129,174,1,0,0
129,50,1,0,0
129,136,1,0,0
129,135,1,0,0
81,82,1,0,0
82,83,1,0,0
80,82,1,0,0
84,85,1,0,0
85,110,1,0,0
85,102,1,0,0
85,105,1,0,0
86,87,1,0,0
87,89,1,0,0
91,92,1,0,0
92,126,1,0,0
92,102,1,0,0
92,113,1,0,0
92,118,1,0,0
92,147,1,0,0
97,98,1,0,0
98,99,1,0,0
96,98,1,0,0
100,101,1,0,0
101,123,1,0,0
101,105,1,0,0
101,113,1,0,0
101,118,1,0,0
101,136,1,0,0
102,103,1,0,0
105,106,1,0,0
113,114,1,0,0
118,119,1,0,0
152,153,1,0,0
147,148,1,0,0
150,151,1,0,0
151,153,1,0,0
160,161,1,0,0
158,159,1,0,0
159,161,1,0,0
188,189,1,0,0
44,175,1,0,0
44,76,1,0,0
44,74,1,0,0
44,59,1,0,0
168,51,1,0,0
168,169,1,0,0
24,32,1,0,0
24,26,1,0,0
24,25,1,0,0
175,44,1,0,0
175,176,1,0,0
193,194,1,0,0
187,189,1,0,0
205,206,1,0,0
6,13,1,0,0
6,8,1,0,0
6,7,1,0,0
192,186,1,0,0
192,193,1,0,0
210,211,1,0,0
204,206,1,0,0
51,158,1,0,0
51,150,1,0,0
51,168,1,0,0
51,139,1,0,0
51,130,1,0,0
51,94,1,0,0
51,86,1,0,0
51,78,1,0,0
51,52,1,0,0
209,203,1,0,0
209,210,1,0,0
133,134,1,0,0
89,90,1,0,0
62,63,1,0,0
55,56,1,0,0
29,30,1,0,0
9,10,1,0,0
198,199,1,0,0
181,182,1,0,0
45,46,1,0,0
38,39,1,0,0
11,12,1,0,0
28,29,1,0,0
30,31,1,0,0
52,54,1,0,0
56,57,1,0,0
59,61,1,0,0
63,64,1,0,0
77,79,1,0,0
78,79,1,0,0
79,81,1,0,0
83,84,1,0,0
88,89,1,0,0
90,91,1,0,0
93,95,1,0,0
94,95,1,0,0
142,143,1,0,0
95,97,1,0,0
99,100,1,0,0
132,133,1,0,0
134,135,1,0,0
143,144,1,0,0
153,154,1,0,0
154,155,1,0,0
161,162,1,0,0
162,163,1,0,0
189,190,1,0,0
190,191,1,0,0
206,207,1,0,0
207,208,1,0,0
19,20,1,0,0
174,43,1,0,0
50,123,1,0,0
50,110,1,0,0
43,174,1,0,0
43,50,1,0,0
1,2,1,0,0
0,3,0,1,0
0,18,0,1,0
3,5,0,1,0
5,5,0,1,0
5,16,0,1,0
16,18,0,1,0
18,21,0,1,0
18,37,0,1,0
21,23,0,1,0
23,23,0,1,0
23,35,0,1,0
35,37,0,1,0
37,40,0,1,0
37,180,0,1,0
40,42,0,1,0
42,47,0,1,0
42,173,0,1,0
47,49,0,1,0
49,68,0,1,0
49,70,0,1,0
68,72,0,1,0
70,72,0,1,0
72,104,0,1,0
72,112,0,1,0
104,107,0,1,0
104,109,0,1,0
107,109,0,1,0
109,128,0,1,0
112,115,0,1,0
112,117,0,1,0
115,125,0,1,0
117,120,0,1,0
117,122,0,1,0
120,122,0,1,0
122,125,0,1,0
125,128,0,1,0
128,138,0,1,0
128,146,0,1,0
138,167,0,1,0
146,149,0,1,0
146,157,0,1,0
149,165,0,1,0
157,165,0,1,0
165,167,0,1,0
167,49,0,1,0
167,171,0,1,0
171,173,0,1,0
173,42,0,1,0
173,178,0,1,0
178,180,0,1,0
180,183,0,1,0
180,197,0,1,0
183,185,0,1,0
185,185,0,1,0
185,195,0,1,0
195,197,0,1,0
197,200,0,1,0
197,214,0,1,0
200,202,0,1,0
202,202,0,1,0
202,212,0,1,0
212,214,0,1,0
1,0,0,0,1
2,0,0,0,1
