Source,Target,,,
54,55,1,0,0
48,49,1,0,0
128,177,1,0,0
128,162,1,0,0
128,153,1,0,0
128,144,1,0,0
128,135,1,0,0
15,16,1,0,0
16,17,1,0,0
17,18,1,0,0
18,20,1,0,0
22,30,1,0,0
47,14,1,0,0
47,48,1,0,0
23,24,1,0,0
24,25,1,0,0
25,26,1,0,0
26,28,1,0,0
31,32,1,0,0
32,33,1,0,0
33,34,1,0,0
34,36,1,0,0
38,46,1,0,0
39,40,1,0,0
40,41,1,0,0
41,42,1,0,0
42,44,1,0,0
20,21,1,0,0
135,136,1,0,0
136,137,1,0,0
137,138,1,0,0
138,139,1,0,0
139,141,1,0,0
149,150,1,0,0
143,152,1,0,0
53,8,1,0,0
53,54,1,0,0
144,145,1,0,0
145,146,1,0,0
146,147,1,0,0
147,148,1,0,0
148,150,1,0,0
156,158,1,0,0
116,117,1,0,0
110,111,1,0,0
73,74,1,0,0
74,75,1,0,0
75,76,1,0,0
76,77,1,0,0
77,79,1,0,0
81,90,1,0,0
82,83,1,0,0
83,84,1,0,0
84,85,1,0,0
85,86,1,0,0
86,88,1,0,0
91,92,1,0,0
92,93,1,0,0
93,94,1,0,0
94,95,1,0,0
95,97,1,0,0
99,108,1,0,0
100,101,1,0,0
101,102,1,0,0
102,103,1,0,0
103,104,1,0,0
104,106,1,0,0
140,141,1,0,0
109,72,1,0,0
109,110,1,0,0
115,66,1,0,0
115,116,1,0,0
178,179,1,0,0
172,173,1,0,0
277,278,1,0,0
278,287,1,0,0
283,284,1,0,0
281,282,1,0,0
282,288,1,0,0
294,295,1,0,0
286,287,1,0,0
287,288,1,0,0
288,297,1,0,0
289,290,1,0,0
290,291,1,0,0
291,292,1,0,0
292,293,1,0,0
293,295,1,0,0
196,304,1,0,0
196,290,1,0,0
196,268,1,0,0
196,256,1,0,0
196,244,1,0,0
196,233,1,0,0
196,224,1,0,0
196,214,1,0,0
196,204,1,0,0
298,202,1,0,0
298,299,1,0,0
8,53,1,0,0
8,39,1,0,0
8,31,1,0,0
8,23,1,0,0
8,15,1,0,0
304,196,1,0,0
304,305,1,0,0
72,109,1,0,0
72,103,1,0,0
72,94,1,0,0
72,85,1,0,0
72,76,1,0,0
310,190,1,0,0
310,311,1,0,0
153,154,1,0,0
154,155,1,0,0
155,156,1,0,0
158,159,1,0,0
157,159,1,0,0
165,167,1,0,0
161,170,1,0,0
162,163,1,0,0
163,164,1,0,0
164,165,1,0,0
167,168,1,0,0
166,168,1,0,0
208,209,1,0,0
14,47,1,0,0
14,41,1,0,0
14,33,1,0,0
14,25,1,0,0
14,17,1,0,0
190,310,1,0,0
190,289,1,0,0
190,267,1,0,0
190,255,1,0,0
190,245,1,0,0
190,234,1,0,0
190,222,1,0,0
190,212,1,0,0
190,203,1,0,0
171,134,1,0,0
171,172,1,0,0
177,128,1,0,0
177,178,1,0,0
311,312,1,0,0
202,298,1,0,0
202,292,1,0,0
202,271,1,0,0
202,259,1,0,0
202,248,1,0,0
202,237,1,0,0
202,226,1,0,0
202,216,1,0,0
202,206,1,0,0
305,306,1,0,0
134,171,1,0,0
134,163,1,0,0
134,154,1,0,0
134,145,1,0,0
134,136,1,0,0
299,300,1,0,0
203,204,1,0,0
204,205,1,0,0
205,206,1,0,0
206,207,1,0,0
207,209,1,0,0
218,219,1,0,0
211,282,1,0,0
212,213,1,0,0
213,214,1,0,0
214,215,1,0,0
215,216,1,0,0
216,217,1,0,0
217,219,1,0,0
228,229,1,0,0
221,232,1,0,0
222,223,1,0,0
223,224,1,0,0
224,225,1,0,0
225,226,1,0,0
226,227,1,0,0
227,229,1,0,0
239,240,1,0,0
231,232,1,0,0
232,243,1,0,0
233,235,1,0,0
234,235,1,0,0
235,236,1,0,0
236,237,1,0,0
237,238,1,0,0
238,240,1,0,0
250,251,1,0,0
242,243,1,0,0
243,254,1,0,0
244,246,1,0,0
245,246,1,0,0
246,247,1,0,0
247,248,1,0,0
248,249,1,0,0
249,251,1,0,0
258,260,1,0,0
253,254,1,0,0
254,266,1,0,0
262,263,1,0,0
255,256,1,0,0
256,257,1,0,0
257,258,1,0,0
263,264,1,0,0
261,263,1,0,0
270,272,1,0,0
265,266,1,0,0
266,278,1,0,0
274,275,1,0,0
267,268,1,0,0
268,269,1,0,0
269,270,1,0,0
275,276,1,0,0
273,275,1,0,0
279,280,1,0,0
88,89,1,0,0
79,80,1,0,0
44,45,1,0,0
36,37,1,0,0
28,29,1,0,0
19,20,1,0,0
29,30,1,0,0
35,36,1,0,0
21,22,1,0,0
27,28,1,0,0
197,198,1,0,0
191,192,1,0,0
37,38,1,0,0
43,44,1,0,0
45,46,1,0,0
78,79,1,0,0
80,81,1,0,0
87,88,1,0,0
89,90,1,0,0
96,97,1,0,0
97,98,1,0,0
98,99,1,0,0
105,106,1,0,0
106,107,1,0,0
107,108,1,0,0
141,142,1,0,0
142,143,1,0,0
150,151,1,0,0
151,152,1,0,0
159,160,1,0,0
160,161,1,0,0
168,169,1,0,0
169,170,1,0,0
209,210,1,0,0
210,211,1,0,0
219,220,1,0,0
220,221,1,0,0
229,230,1,0,0
230,231,1,0,0
240,241,1,0,0
241,242,1,0,0
251,252,1,0,0
252,253,1,0,0
259,260,1,0,0
284,285,1,0,0
295,296,1,0,0
260,262,1,0,0
264,265,1,0,0
271,272,1,0,0
272,274,1,0,0
276,277,1,0,0
280,281,1,0,0
285,286,1,0,0
296,297,1,0,0
66,115,1,0,0
66,100,1,0,0
66,91,1,0,0
66,82,1,0,0
66,73,1,0,0
185,186,1,0,0
129,130,1,0,0
123,124,1,0,0
61,62,1,0,0
9,10,1,0,0
3,4,1,0,0
67,68,1,0,0
0,2,0,1,0
2,5,0,1,0
2,58,0,1,0
5,7,0,1,0
7,11,0,1,0
7,52,0,1,0
11,13,0,1,0
13,13,0,1,0
13,50,0,1,0
50,52,0,1,0
52,7,0,1,0
52,56,0,1,0
56,58,0,1,0
58,60,0,1,0
60,63,0,1,0
60,120,0,1,0
63,65,0,1,0
65,69,0,1,0
65,114,0,1,0
69,71,0,1,0
71,71,0,1,0
71,112,0,1,0
112,114,0,1,0
114,65,0,1,0
114,118,0,1,0
118,120,0,1,0
120,122,0,1,0
122,125,0,1,0
122,182,0,1,0
125,127,0,1,0
127,131,0,1,0
