Source,Target,,,
33,34,1,0,0
27,28,1,0,0
8,14,1,0,0
8,10,1,0,0
8,42,1,0,0
23,27,1,0,0
24,27,1,0,0
26,27,1,0,0
29,33,1,0,0
30,33,1,0,0
32,33,1,0,0
39,40,1,0,0
10,11,1,0,0
42,44,1,0,0
42,8,1,0,0
44,45,1,0,0
14,15,1,0,0
9,10,1,0,0
11,12,1,0,0
11,29,1,0,0
11,34,1,0,0
13,14,1,0,0
15,24,1,0,0
21,31,1,0,0
21,35,1,0,0
22,23,1,0,0
22,28,1,0,0
25,26,1,0,0
25,30,1,0,0
31,32,1,0,0
37,19,1,0,0
7,20,1,0,0
7,43,1,0,0
43,7,1,0,0
36,20,1,0,0
1,19,1,0,0
19,22,1,0,0
19,37,1,0,0
35,21,1,0,0
2,7,1,0,0
18,38,1,0,0
38,39,1,0,0
38,18,1,0,0
3,21,1,0,0
20,25,1,0,0
20,36,1,0,0
0,6,0,1,0
6,17,0,1,0
17,41,0,1,0
17,17,0,1,0
41,46,0,1,0
41,6,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0,0,0,1
5,0,0,0,1
7,6,0,0,1
8,6,0,0,1
9,6,0,0,1
10,6,0,0,1
11,6,0,0,1
12,6,0,0,1
13,6,0,0,1
14,6,0,0,1
15,6,0,0,1
16,6,0,0,1
18,17,0,0,1
19,17,0,0,1
20,17,0,0,1
21,17,0,0,1
22,17,0,0,1
23,17,0,0,1
24,17,0,0,1
25,17,0,0,1
26,17,0,0,1
27,17,0,0,1
28,17,0,0,1
29,17,0,0,1
30,17,0,0,1
31,17,0,0,1
32,17,0,0,1
33,17,0,0,1
34,17,0,0,1
35,17,0,0,1
36,17,0,0,1
37,17,0,0,1
38,17,0,0,1
39,17,0,0,1
40,17,0,0,1
42,41,0,0,1
43,41,0,0,1
44,41,0,0,1
45,41,0,0,1
47,46,0,0,1
