Source,Target,,,
24,25,1,0,0
32,33,1,0,0
67,68,1,0,0
40,53,1,0,0
40,49,1,0,0
40,45,1,0,0
40,41,1,0,0
401,402,1,0,0
402,404,1,0,0
403,404,1,0,0
417,419,1,0,0
418,419,1,0,0
419,421,1,0,0
420,421,1,0,0
421,423,1,0,0
422,423,1,0,0
423,425,1,0,0
424,425,1,0,0
425,427,1,0,0
426,427,1,0,0
427,429,1,0,0
428,429,1,0,0
429,433,1,0,0
41,42,1,0,0
42,43,1,0,0
45,46,1,0,0
46,47,1,0,0
49,50,1,0,0
50,51,1,0,0
53,54,1,0,0
54,55,1,0,0
55,58,1,0,0
58,61,1,0,0
58,59,1,0,0
59,60,1,0,0
389,391,1,0,0
390,391,1,0,0
391,395,1,0,0
411,412,1,0,0
396,398,1,0,0
397,398,1,0,0
398,400,1,0,0
399,400,1,0,0
400,402,1,0,0
60,61,1,0,0
64,65,1,0,0
10,11,1,0,0
70,71,1,0,0
73,74,1,0,0
199,200,1,0,0
172,185,1,0,0
172,181,1,0,0
172,177,1,0,0
172,173,1,0,0
173,174,1,0,0
174,175,1,0,0
177,178,1,0,0
178,179,1,0,0
181,182,1,0,0
182,183,1,0,0
76,77,1,0,0
1,38,1,0,0
185,186,1,0,0
186,187,1,0,0
187,190,1,0,0
190,193,1,0,0
190,191,1,0,0
191,192,1,0,0
37,63,1,0,0
111,112,1,0,0
84,97,1,0,0
84,93,1,0,0
84,89,1,0,0
84,85,1,0,0
85,86,1,0,0
86,87,1,0,0
89,90,1,0,0
142,143,1,0,0
90,91,1,0,0
93,94,1,0,0
94,95,1,0,0
97,98,1,0,0
98,99,1,0,0
99,102,1,0,0
102,105,1,0,0
102,103,1,0,0
103,104,1,0,0
104,105,1,0,0
62,38,1,0,0
108,109,1,0,0
114,115,1,0,0
117,118,1,0,0
356,332,1,0,0
120,121,1,0,0
2,82,1,0,0
81,107,1,0,0
155,156,1,0,0
128,141,1,0,0
128,137,1,0,0
128,133,1,0,0
128,129,1,0,0
129,130,1,0,0
130,131,1,0,0
133,134,1,0,0
134,135,1,0,0
137,138,1,0,0
138,139,1,0,0
141,142,1,0,0
143,146,1,0,0
146,149,1,0,0
146,147,1,0,0
147,148,1,0,0
148,149,1,0,0
106,82,1,0,0
152,153,1,0,0
158,159,1,0,0
161,162,1,0,0
164,165,1,0,0
3,126,1,0,0
125,151,1,0,0
372,373,1,0,0
373,375,1,0,0
374,375,1,0,0
375,376,1,0,0
377,379,1,0,0
378,379,1,0,0
379,381,1,0,0
380,381,1,0,0
381,383,1,0,0
382,383,1,0,0
383,385,1,0,0
384,385,1,0,0
385,387,1,0,0
386,387,1,0,0
387,389,1,0,0
388,389,1,0,0
405,406,1,0,0
406,408,1,0,0
407,408,1,0,0
408,410,1,0,0
409,410,1,0,0
410,414,1,0,0
430,431,1,0,0
415,417,1,0,0
416,417,1,0,0
404,406,1,0,0
192,193,1,0,0
150,126,1,0,0
196,197,1,0,0
202,203,1,0,0
205,206,1,0,0
208,209,1,0,0
4,170,1,0,0
169,195,1,0,0
243,244,1,0,0
216,229,1,0,0
216,225,1,0,0
216,221,1,0,0
216,217,1,0,0
217,218,1,0,0
218,219,1,0,0
221,222,1,0,0
222,223,1,0,0
225,226,1,0,0
226,227,1,0,0
229,230,1,0,0
230,231,1,0,0
231,234,1,0,0
234,237,1,0,0
234,235,1,0,0
235,236,1,0,0
236,237,1,0,0
194,170,1,0,0
240,241,1,0,0
246,247,1,0,0
249,250,1,0,0
252,253,1,0,0
5,214,1,0,0
213,239,1,0,0
287,288,1,0,0
260,273,1,0,0
260,269,1,0,0
260,265,1,0,0
260,261,1,0,0
261,262,1,0,0
262,263,1,0,0
265,266,1,0,0
266,267,1,0,0
269,270,1,0,0
270,271,1,0,0
273,274,1,0,0
274,275,1,0,0
275,278,1,0,0
278,281,1,0,0
278,279,1,0,0
279,280,1,0,0
280,281,1,0,0
238,214,1,0,0
284,285,1,0,0
290,291,1,0,0
293,294,1,0,0
296,297,1,0,0
6,258,1,0,0
257,283,1,0,0
7,302,1,0,0
304,317,1,0,0
304,313,1,0,0
304,309,1,0,0
304,305,1,0,0
305,306,1,0,0
306,307,1,0,0
309,310,1,0,0
310,311,1,0,0
313,314,1,0,0
314,315,1,0,0
317,318,1,0,0
318,319,1,0,0
319,322,1,0,0
322,325,1,0,0
322,323,1,0,0
323,324,1,0,0
324,325,1,0,0
282,258,1,0,0
328,329,1,0,0
301,327,1,0,0
392,393,1,0,0
334,347,1,0,0
334,343,1,0,0
334,339,1,0,0
334,335,1,0,0
335,336,1,0,0
336,337,1,0,0
339,340,1,0,0
340,341,1,0,0
343,344,1,0,0
344,345,1,0,0
347,348,1,0,0
348,349,1,0,0
349,352,1,0,0
352,355,1,0,0
352,353,1,0,0
353,354,1,0,0
354,355,1,0,0
326,302,1,0,0
358,359,1,0,0
361,363,1,0,0
362,363,1,0,0
363,365,1,0,0
364,365,1,0,0
365,367,1,0,0
366,367,1,0,0
367,369,1,0,0
368,369,1,0,0
369,371,1,0,0
370,371,1,0,0
371,373,1,0,0
449,450,1,0,0
434,436,1,0,0
435,436,1,0,0
436,438,1,0,0
437,438,1,0,0
438,440,1,0,0
439,440,1,0,0
440,442,1,0,0
441,442,1,0,0
442,444,1,0,0
443,444,1,0,0
444,446,1,0,0
445,446,1,0,0
446,448,1,0,0
447,448,1,0,0
448,452,1,0,0
27,28,1,0,0
13,14,1,0,0
16,17,1,0,0
19,20,1,0,0
9,10,1,0,0
11,55,1,0,0
11,434,1,0,0
12,13,1,0,0
14,55,1,0,0
14,415,1,0,0
15,16,1,0,0
17,58,1,0,0
17,396,1,0,0
18,19,1,0,0
20,58,1,0,0
20,377,1,0,0
23,24,1,0,0
25,99,1,0,0
25,435,1,0,0
26,27,1,0,0
28,99,1,0,0
28,416,1,0,0
29,30,1,0,0
30,31,1,0,0
31,102,1,0,0
31,397,1,0,0
