Source,Target,,,
11,41,1,0,0
11,17,1,0,0
11,16,1,0,0
11,13,1,0,0
11,12,1,0,0
12,38,1,0,0
13,14,1,0,0
14,15,1,0,0
15,64,1,0,0
16,75,1,0,0
17,18,1,0,0
18,87,1,0,0
18,81,1,0,0
24,78,1,0,0
24,25,1,0,0
24,28,1,0,0
24,31,1,0,0
24,34,1,0,0
24,50,1,0,0
24,56,1,0,0
24,67,1,0,0
24,70,1,0,0
24,97,1,0,0
24,74,1,0,0
24,37,1,0,0
27,58,1,0,0
30,59,1,0,0
33,60,1,0,0
36,61,1,0,0
37,48,1,0,0
37,38,1,0,0
38,39,1,0,0
41,45,1,0,0
41,11,1,0,0
45,46,1,0,0
52,55,1,0,0
55,62,1,0,0
63,64,1,0,0
64,65,1,0,0
74,75,1,0,0
75,76,1,0,0
79,88,1,0,0
79,82,1,0,0
93,94,1,0,0
97,99,1,0,0
97,24,1,0,0
99,100,1,0,0
26,27,1,0,0
26,59,1,0,0
29,30,1,0,0
29,60,1,0,0
32,33,1,0,0
32,61,1,0,0
35,36,1,0,0
35,62,1,0,0
51,52,1,0,0
57,58,1,0,0
68,69,1,0,0
71,93,1,0,0
80,83,1,0,0
81,82,1,0,0
82,83,1,0,0
83,84,1,0,0
84,85,1,0,0
86,89,1,0,0
87,88,1,0,0
88,89,1,0,0
89,90,1,0,0
90,93,1,0,0
4,10,1,0,0
34,35,1,0,0
31,32,1,0,0
28,29,1,0,0
25,26,1,0,0
23,63,1,0,0
23,98,1,0,0
98,23,1,0,0
56,57,1,0,0
1,8,1,0,0
8,50,1,0,0
8,44,1,0,0
44,8,1,0,0
50,51,1,0,0
9,67,1,0,0
9,43,1,0,0
43,9,1,0,0
67,68,1,0,0
78,79,1,0,0
42,10,1,0,0
70,71,1,0,0
5,9,1,0,0
10,70,1,0,0
10,42,1,0,0
3,4,1,0,0
2,5,1,0,0
0,7,0,1,0
7,22,0,1,0
22,49,0,1,0
22,47,0,1,0
40,20,0,1,0
40,7,0,1,0
47,54,0,1,0
47,73,0,1,0
49,54,0,1,0
54,66,0,1,0
54,73,0,1,0
66,92,0,1,0
73,77,0,1,0
73,96,0,1,0
77,92,0,1,0
92,96,0,1,0
96,40,0,1,0
96,22,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0,0,0,1
5,0,0,0,1
6,0,0,0,1
8,7,0,0,1
9,7,0,0,1
10,7,0,0,1
11,7,0,0,1
12,7,0,0,1
13,7,0,0,1
14,7,0,0,1
15,7,0,0,1
16,7,0,0,1
17,7,0,0,1
18,7,0,0,1
19,7,0,0,1
21,20,0,0,1
23,22,0,0,1
24,22,0,0,1
25,22,0,0,1
26,22,0,0,1
27,22,0,0,1
28,22,0,0,1
29,22,0,0,1
30,22,0,0,1
31,22,0,0,1
32,22,0,0,1
33,22,0,0,1
34,22,0,0,1
35,22,0,0,1
36,22,0,0,1
37,22,0,0,1
38,22,0,0,1
39,22,0,0,1
41,40,0,0,1
42,40,0,0,1
43,40,0,0,1
44,40,0,0,1
45,40,0,0,1
46,40,0,0,1
48,47,0,0,1
50,49,0,0,1
51,49,0,0,1
52,49,0,0,1
53,49,0,0,1
55,54,0,0,1
56,54,0,0,1
57,54,0,0,1
58,54,0,0,1
59,54,0,0,1
60,54,0,0,1
61,54,0,0,1
62,54,0,0,1
63,54,0,0,1
64,54,0,0,1
65,54,0,0,1
67,66,0,0,1
68,66,0,0,1
69,66,0,0,1
70,66,0,0,1
71,66,0,0,1
72,66,0,0,1
74,73,0,0,1
75,73,0,0,1
76,73,0,0,1
78,77,0,0,1
79,77,0,0,1
80,77,0,0,1
81,77,0,0,1
82,77,0,0,1
83,77,0,0,1
84,77,0,0,1
85,77,0,0,1
86,77,0,0,1
87,77,0,0,1
88,77,0,0,1
89,77,0,0,1
90,77,0,0,1
91,77,0,0,1
93,92,0,0,1
94,92,0,0,1
95,92,0,0,1
97,96,0,0,1
98,96,0,0,1
99,96,0,0,1
100,96,0,0,1
