Source,Target,,,
92,97,1,0,0
69,74,1,0,0
43,48,1,0,0
99,100,1,0,0
7,9,1,0,0
12,14,1,0,0
76,77,1,0,0
23,25,1,0,0
28,30,1,0,0
32,43,1,0,0
33,35,1,0,0
37,43,1,0,0
38,40,1,0,0
42,43,1,0,0
44,46,1,0,0
49,51,1,0,0
54,56,1,0,0
58,69,1,0,0
59,61,1,0,0
65,66,1,0,0
63,69,1,0,0
64,66,1,0,0
71,72,1,0,0
68,69,1,0,0
70,72,1,0,0
82,83,1,0,0
6,98,1,0,0
6,93,1,0,0
6,86,1,0,0
6,81,1,0,0
6,70,1,0,0
6,64,1,0,0
6,49,1,0,0
6,44,1,0,0
6,38,1,0,0
6,23,1,0,0
6,12,1,0,0
6,7,1,0,0
75,22,1,0,0
75,76,1,0,0
9,10,1,0,0
81,83,1,0,0
87,88,1,0,0
85,92,1,0,0
86,88,1,0,0
94,95,1,0,0
90,91,1,0,0
91,92,1,0,0
93,95,1,0,0
22,75,1,0,0
22,59,1,0,0
22,54,1,0,0
22,33,1,0,0
22,28,1,0,0
98,6,1,0,0
98,99,1,0,0
35,36,1,0,0
30,31,1,0,0
26,27,1,0,0
25,26,1,0,0
14,15,1,0,0
8,9,1,0,0
1,2,1,0,0
10,11,1,0,0
13,14,1,0,0
15,16,1,0,0
24,26,1,0,0
27,29,1,0,0
29,30,1,0,0
31,32,1,0,0
34,35,1,0,0
36,37,1,0,0
39,40,1,0,0
40,41,1,0,0
41,42,1,0,0
45,46,1,0,0
46,47,1,0,0
47,48,1,0,0
50,52,1,0,0
51,52,1,0,0
52,53,1,0,0
53,55,1,0,0
55,56,1,0,0
56,57,1,0,0
57,58,1,0,0
60,61,1,0,0
61,62,1,0,0
62,63,1,0,0
66,67,1,0,0
67,68,1,0,0
72,73,1,0,0
73,74,1,0,0
83,84,1,0,0
84,85,1,0,0
88,89,1,0,0
89,90,1,0,0
95,96,1,0,0
96,97,1,0,0
17,18,1,0,0
0,3,0,1,0
0,103,0,1,0
3,5,0,1,0
5,19,0,1,0
5,80,0,1,0
19,21,0,1,0
21,21,0,1,0
21,78,0,1,0
78,80,0,1,0
80,5,0,1,0
80,101,0,1,0
101,103,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
14,5,0,0,1
15,5,0,0,1
16,5,0,0,1
17,5,0,0,1
18,5,0,0,1
20,19,0,0,1
22,21,0,0,1
23,21,0,0,1
24,21,0,0,1
25,21,0,0,1
26,21,0,0,1
27,21,0,0,1
28,21,0,0,1
29,21,0,0,1
30,21,0,0,1
31,21,0,0,1
32,21,0,0,1
33,21,0,0,1
34,21,0,0,1
35,21,0,0,1
36,21,0,0,1
37,21,0,0,1
38,21,0,0,1
39,21,0,0,1
40,21,0,0,1
41,21,0,0,1
42,21,0,0,1
43,21,0,0,1
44,21,0,0,1
45,21,0,0,1
46,21,0,0,1
47,21,0,0,1
48,21,0,0,1
49,21,0,0,1
50,21,0,0,1
51,21,0,0,1
52,21,0,0,1
53,21,0,0,1
54,21,0,0,1
55,21,0,0,1
56,21,0,0,1
57,21,0,0,1
58,21,0,0,1
59,21,0,0,1
60,21,0,0,1
61,21,0,0,1
62,21,0,0,1
63,21,0,0,1
64,21,0,0,1
65,21,0,0,1
66,21,0,0,1
67,21,0,0,1
68,21,0,0,1
69,21,0,0,1
70,21,0,0,1
71,21,0,0,1
72,21,0,0,1
73,21,0,0,1
74,21,0,0,1
75,21,0,0,1
76,21,0,0,1
77,21,0,0,1
79,78,0,0,1
81,80,0,0,1
82,80,0,0,1
83,80,0,0,1
84,80,0,0,1
85,80,0,0,1
86,80,0,0,1
87,80,0,0,1
88,80,0,0,1
89,80,0,0,1
90,80,0,0,1
91,80,0,0,1
92,80,0,0,1
93,80,0,0,1
94,80,0,0,1
95,80,0,0,1
96,80,0,0,1
97,80,0,0,1
98,80,0,0,1
99,80,0,0,1
100,80,0,0,1
102,101,0,0,1
104,103,0,0,1
