Source,Target,,,
35,36,1,0,0
60,61,1,0,0
7,9,1,0,0
38,39,1,0,0
18,20,1,0,0
22,35,1,0,0
53,58,1,0,0
23,24,1,0,0
24,25,1,0,0
25,27,1,0,0
29,35,1,0,0
30,32,1,0,0
34,35,1,0,0
17,37,1,0,0
17,24,1,0,0
17,18,1,0,0
37,17,1,0,0
37,38,1,0,0
9,10,1,0,0
43,45,1,0,0
47,53,1,0,0
48,50,1,0,0
52,53,1,0,0
54,56,1,0,0
59,6,1,0,0
59,60,1,0,0
50,51,1,0,0
45,46,1,0,0
32,33,1,0,0
27,28,1,0,0
20,21,1,0,0
8,9,1,0,0
10,11,1,0,0
19,20,1,0,0
21,22,1,0,0
26,27,1,0,0
28,29,1,0,0
31,32,1,0,0
33,34,1,0,0
33,36,1,0,0
44,45,1,0,0
46,47,1,0,0
49,50,1,0,0
51,52,1,0,0
55,56,1,0,0
56,57,1,0,0
57,58,1,0,0
1,2,1,0,0
6,59,1,0,0
6,54,1,0,0
6,48,1,0,0
6,43,1,0,0
6,30,1,0,0
6,23,1,0,0
6,7,1,0,0
12,13,1,0,0
0,3,0,1,0
0,64,0,1,0
3,5,0,1,0
5,14,0,1,0
5,42,0,1,0
14,16,0,1,0
16,16,0,1,0
16,40,0,1,0
40,42,0,1,0
42,5,0,1,0
42,62,0,1,0
62,64,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
15,14,0,0,1
17,16,0,0,1
18,16,0,0,1
19,16,0,0,1
20,16,0,0,1
21,16,0,0,1
22,16,0,0,1
23,16,0,0,1
24,16,0,0,1
25,16,0,0,1
26,16,0,0,1
27,16,0,0,1
28,16,0,0,1
29,16,0,0,1
30,16,0,0,1
31,16,0,0,1
32,16,0,0,1
33,16,0,0,1
34,16,0,0,1
35,16,0,0,1
36,16,0,0,1
37,16,0,0,1
38,16,0,0,1
39,16,0,0,1
41,40,0,0,1
43,42,0,0,1
44,42,0,0,1
45,42,0,0,1
46,42,0,0,1
47,42,0,0,1
48,42,0,0,1
49,42,0,0,1
50,42,0,0,1
51,42,0,0,1
52,42,0,0,1
53,42,0,0,1
54,42,0,0,1
55,42,0,0,1
56,42,0,0,1
57,42,0,0,1
58,42,0,0,1
59,42,0,0,1
60,42,0,0,1
61,42,0,0,1
63,62,0,0,1
65,64,0,0,1
