Source,Target,,,
1,24,1,0,0
1,4,1,0,0
2,44,1,0,0
2,5,1,0,0
3,51,1,0,0
3,6,1,0,0
7,8,1,0,0
13,14,1,0,0
33,34,1,0,0
23,25,1,0,0
27,28,1,0,0
28,30,1,0,0
29,30,1,0,0
30,31,1,0,0
31,39,1,0,0
32,38,1,0,0
32,22,1,0,0
32,33,1,0,0
25,26,1,0,0
40,41,1,0,0
43,45,1,0,0
47,57,1,0,0
50,52,1,0,0
54,57,1,0,0
58,59,1,0,0
59,60,1,0,0
60,61,1,0,0
17,18,1,0,0
52,53,1,0,0
45,46,1,0,0
24,25,1,0,0
26,27,1,0,0
44,45,1,0,0
46,47,1,0,0
51,52,1,0,0
53,54,1,0,0
39,59,1,0,0
57,58,1,0,0
22,32,1,0,0
22,23,1,0,0
38,50,1,0,0
38,43,1,0,0
0,9,0,1,0
0,12,0,1,0
9,16,0,1,0
12,16,0,1,0
16,19,0,1,0
16,37,0,1,0
19,21,0,1,0
21,21,0,1,0
21,35,0,1,0
35,37,0,1,0
37,42,0,1,0
37,49,0,1,0
42,56,0,1,0
49,56,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0,0,0,1
5,0,0,0,1
6,0,0,0,1
7,0,0,0,1
8,0,0,0,1
10,9,0,0,1
11,9,0,0,1
13,12,0,0,1
14,12,0,0,1
15,12,0,0,1
17,16,0,0,1
18,16,0,0,1
20,19,0,0,1
22,21,0,0,1
23,21,0,0,1
24,21,0,0,1
25,21,0,0,1
26,21,0,0,1
27,21,0,0,1
28,21,0,0,1
29,21,0,0,1
30,21,0,0,1
31,21,0,0,1
32,21,0,0,1
33,21,0,0,1
34,21,0,0,1
36,35,0,0,1
38,37,0,0,1
39,37,0,0,1
40,37,0,0,1
41,37,0,0,1
43,42,0,0,1
44,42,0,0,1
45,42,0,0,1
46,42,0,0,1
47,42,0,0,1
48,42,0,0,1
50,49,0,0,1
51,49,0,0,1
52,49,0,0,1
53,49,0,0,1
54,49,0,0,1
55,49,0,0,1
57,56,0,0,1
58,56,0,0,1
59,56,0,0,1
60,56,0,0,1
61,56,0,0,1
