Source,Target,,,
3,4,1,0,0
3,371,1,0,0
3,367,1,0,0
3,361,1,0,0
3,357,1,0,0
3,351,1,0,0
3,347,1,0,0
3,341,1,0,0
3,337,1,0,0
3,331,1,0,0
3,327,1,0,0
3,321,1,0,0
3,317,1,0,0
3,311,1,0,0
3,307,1,0,0
3,301,1,0,0
3,297,1,0,0
3,291,1,0,0
3,287,1,0,0
3,281,1,0,0
3,277,1,0,0
3,271,1,0,0
3,267,1,0,0
3,261,1,0,0
3,257,1,0,0
3,251,1,0,0
3,247,1,0,0
3,241,1,0,0
3,237,1,0,0
3,231,1,0,0
3,227,1,0,0
3,221,1,0,0
3,217,1,0,0
3,211,1,0,0
3,207,1,0,0
3,201,1,0,0
3,197,1,0,0
3,191,1,0,0
3,187,1,0,0
3,181,1,0,0
3,177,1,0,0
3,171,1,0,0
3,167,1,0,0
3,161,1,0,0
3,157,1,0,0
3,151,1,0,0
3,147,1,0,0
3,141,1,0,0
3,137,1,0,0
3,131,1,0,0
3,127,1,0,0
3,121,1,0,0
3,117,1,0,0
3,111,1,0,0
3,107,1,0,0
3,101,1,0,0
3,97,1,0,0
3,91,1,0,0
3,87,1,0,0
3,81,1,0,0
3,77,1,0,0
3,71,1,0,0
3,67,1,0,0
3,63,1,0,0
3,406,1,0,0
3,62,1,0,0
3,5,1,0,0
291,292,1,0,0
290,295,1,0,0
297,298,1,0,0
294,296,1,0,0
295,305,1,0,0
296,306,1,0,0
301,302,1,0,0
300,305,1,0,0
13,24,1,0,0
261,262,1,0,0
260,265,1,0,0
267,268,1,0,0
264,266,1,0,0
265,275,1,0,0
266,276,1,0,0
271,272,1,0,0
270,275,1,0,0
277,278,1,0,0
274,276,1,0,0
275,285,1,0,0
276,286,1,0,0
281,282,1,0,0
280,285,1,0,0
17,25,1,0,0
245,255,1,0,0
246,256,1,0,0
251,252,1,0,0
250,255,1,0,0
257,258,1,0,0
254,256,1,0,0
255,265,1,0,0
256,266,1,0,0
