Source,Target,,,
39,40,1,0,0
19,172,1,0,0
19,163,1,0,0
19,38,1,0,0
30,32,1,0,0
30,160,1,0,0
30,151,1,0,0
36,147,1,0,0
36,37,1,0,0
171,11,1,0,0
37,44,1,0,0
37,38,1,0,0
38,70,1,0,0
38,66,1,0,0
38,62,1,0,0
38,58,1,0,0
38,54,1,0,0
38,50,1,0,0
38,46,1,0,0
38,40,1,0,0
42,91,1,0,0
51,52,1,0,0
46,47,1,0,0
50,51,1,0,0
54,55,1,0,0
58,59,1,0,0
62,63,1,0,0
65,67,1,0,0
66,67,1,0,0
69,71,1,0,0
70,71,1,0,0
103,104,1,0,0
73,90,1,0,0
31,32,1,0,0
33,43,1,0,0
74,89,1,0,0
75,88,1,0,0
76,87,1,0,0
77,86,1,0,0
78,85,1,0,0
79,84,1,0,0
84,140,1,0,0
85,134,1,0,0
86,128,1,0,0
87,122,1,0,0
88,116,1,0,0
89,110,1,0,0
90,104,1,0,0
91,98,1,0,0
93,139,1,0,0
93,133,1,0,0
93,127,1,0,0
93,121,1,0,0
93,115,1,0,0
93,109,1,0,0
93,103,1,0,0
93,97,1,0,0
96,97,1,0,0
97,98,1,0,0
98,99,1,0,0
98,91,1,0,0
102,103,1,0,0
104,105,1,0,0
104,90,1,0,0
108,109,1,0,0
109,110,1,0,0
110,111,1,0,0
110,89,1,0,0
114,115,1,0,0
115,116,1,0,0
116,117,1,0,0
116,88,1,0,0
120,121,1,0,0
121,122,1,0,0
122,123,1,0,0
122,87,1,0,0
126,127,1,0,0
127,128,1,0,0
128,129,1,0,0
128,86,1,0,0
132,133,1,0,0
133,134,1,0,0
134,135,1,0,0
134,85,1,0,0
138,139,1,0,0
139,140,1,0,0
140,141,1,0,0
140,84,1,0,0
144,145,1,0,0
32,33,1,0,0
147,148,1,0,0
147,36,1,0,0
148,149,1,0,0
151,30,1,0,0
160,161,1,0,0
163,19,1,0,0
172,173,1,0,0
55,56,1,0,0
40,41,1,0,0
44,83,1,0,0
47,48,1,0,0
83,92,1,0,0
83,142,1,0,0
1,11,1,0,0
1,8,1,0,0
1,7,1,0,0
1,6,1,0,0
1,5,1,0,0
1,4,1,0,0
1,3,1,0,0
1,2,1,0,0
41,42,1,0,0
41,99,1,0,0
43,44,1,0,0
45,47,1,0,0
48,73,1,0,0
48,105,1,0,0
49,51,1,0,0
52,74,1,0,0
52,111,1,0,0
53,55,1,0,0
56,75,1,0,0
56,117,1,0,0
59,60,1,0,0
57,59,1,0,0
60,76,1,0,0
60,123,1,0,0
63,64,1,0,0
61,63,1,0,0
64,77,1,0,0
64,129,1,0,0
67,68,1,0,0
68,78,1,0,0
68,135,1,0,0
71,72,1,0,0
72,79,1,0,0
72,141,1,0,0
92,93,1,0,0
95,96,1,0,0
101,102,1,0,0
107,108,1,0,0
113,114,1,0,0
119,120,1,0,0
125,126,1,0,0
131,132,1,0,0
137,138,1,0,0
18,29,1,0,0
18,164,1,0,0
142,83,1,0,0
27,124,1,0,0
27,154,1,0,0
154,27,1,0,0
124,125,1,0,0
5,15,1,0,0
164,18,1,0,0
16,27,1,0,0
16,166,1,0,0
166,16,1,0,0
25,112,1,0,0
25,156,1,0,0
156,25,1,0,0
112,113,1,0,0
7,13,1,0,0
24,106,1,0,0
24,157,1,0,0
157,24,1,0,0
106,107,1,0,0
8,12,1,0,0
17,28,1,0,0
17,165,1,0,0
165,17,1,0,0
15,26,1,0,0
15,167,1,0,0
167,15,1,0,0
26,118,1,0,0
26,155,1,0,0
155,26,1,0,0
118,119,1,0,0
6,14,1,0,0
2,18,1,0,0
152,29,1,0,0
136,137,1,0,0
3,17,1,0,0
82,94,1,0,0
82,100,1,0,0
82,106,1,0,0
82,112,1,0,0
82,118,1,0,0
82,124,1,0,0
82,130,1,0,0
82,136,1,0,0
82,143,1,0,0
143,144,1,0,0
143,82,1,0,0
28,130,1,0,0
28,153,1,0,0
153,28,1,0,0
130,131,1,0,0
4,16,1,0,0
29,136,1,0,0
29,152,1,0,0
13,24,1,0,0
13,169,1,0,0
169,13,1,0,0
100,101,1,0,0
11,22,1,0,0
11,171,1,0,0
22,94,1,0,0
22,159,1,0,0
159,22,1,0,0
94,95,1,0,0
14,25,1,0,0
14,168,1,0,0
168,14,1,0,0
12,23,1,0,0
12,170,1,0,0
170,12,1,0,0
23,100,1,0,0
23,158,1,0,0
158,23,1,0,0
0,10,0,1,0
10,21,0,1,0
21,35,0,1,0
35,81,0,1,0
81,146,0,1,0
81,81,0,1,0
146,150,0,1,0
146,35,0,1,0
150,21,0,1,0
150,162,0,1,0
162,10,0,1,0
162,174,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0,0,0,1
5,0,0,0,1
6,0,0,0,1
7,0,0,0,1
8,0,0,0,1
9,0,0,0,1
11,10,0,0,1
12,10,0,0,1
13,10,0,0,1
14,10,0,0,1
15,10,0,0,1
16,10,0,0,1
17,10,0,0,1
18,10,0,0,1
19,10,0,0,1
20,10,0,0,1
22,21,0,0,1
23,21,0,0,1
24,21,0,0,1
25,21,0,0,1
26,21,0,0,1
27,21,0,0,1
28,21,0,0,1
29,21,0,0,1
30,21,0,0,1
31,21,0,0,1
32,21,0,0,1
33,21,0,0,1
34,21,0,0,1
36,35,0,0,1
37,35,0,0,1
38,35,0,0,1
39,35,0,0,1
40,35,0,0,1
41,35,0,0,1
42,35,0,0,1
43,35,0,0,1
44,35,0,0,1
45,35,0,0,1
46,35,0,0,1
47,35,0,0,1
48,35,0,0,1
49,35,0,0,1
50,35,0,0,1
51,35,0,0,1
52,35,0,0,1
53,35,0,0,1
54,35,0,0,1
55,35,0,0,1
56,35,0,0,1
57,35,0,0,1
58,35,0,0,1
59,35,0,0,1
60,35,0,0,1
61,35,0,0,1
62,35,0,0,1
63,35,0,0,1
64,35,0,0,1
65,35,0,0,1
66,35,0,0,1
67,35,0,0,1
68,35,0,0,1
69,35,0,0,1
70,35,0,0,1
71,35,0,0,1
72,35,0,0,1
73,35,0,0,1
74,35,0,0,1
75,35,0,0,1
76,35,0,0,1
77,35,0,0,1
78,35,0,0,1
79,35,0,0,1
80,35,0,0,1
82,81,0,0,1
83,81,0,0,1
84,81,0,0,1
85,81,0,0,1
86,81,0,0,1
87,81,0,0,1
88,81,0,0,1
89,81,0,0,1
90,81,0,0,1
91,81,0,0,1
92,81,0,0,1
93,81,0,0,1
94,81,0,0,1
95,81,0,0,1
96,81,0,0,1
97,81,0,0,1
98,81,0,0,1
99,81,0,0,1
100,81,0,0,1
101,81,0,0,1
102,81,0,0,1
103,81,0,0,1
104,81,0,0,1
105,81,0,0,1
106,81,0,0,1
107,81,0,0,1
108,81,0,0,1
109,81,0,0,1
110,81,0,0,1
111,81,0,0,1
112,81,0,0,1
113,81,0,0,1
114,81,0,0,1
115,81,0,0,1
116,81,0,0,1
117,81,0,0,1
118,81,0,0,1
119,81,0,0,1
120,81,0,0,1
121,81,0,0,1
122,81,0,0,1
123,81,0,0,1
124,81,0,0,1
125,81,0,0,1
126,81,0,0,1
127,81,0,0,1
128,81,0,0,1
129,81,0,0,1
130,81,0,0,1
131,81,0,0,1
132,81,0,0,1
133,81,0,0,1
134,81,0,0,1
135,81,0,0,1
136,81,0,0,1
137,81,0,0,1
138,81,0,0,1
139,81,0,0,1
140,81,0,0,1
141,81,0,0,1
142,81,0,0,1
143,81,0,0,1
144,81,0,0,1
145,81,0,0,1
147,146,0,0,1
148,146,0,0,1
149,146,0,0,1
151,150,0,0,1
152,150,0,0,1
153,150,0,0,1
154,150,0,0,1
155,150,0,0,1
156,150,0,0,1
157,150,0,0,1
158,150,0,0,1
159,150,0,0,1
160,150,0,0,1
161,150,0,0,1
163,162,0,0,1
164,162,0,0,1
165,162,0,0,1
166,162,0,0,1
167,162,0,0,1
168,162,0,0,1
169,162,0,0,1
170,162,0,0,1
171,162,0,0,1
172,162,0,0,1
173,162,0,0,1
175,174,0,0,1
