Source,Target,,,
1,191,1,0,0
1,176,1,0,0
1,161,1,0,0
1,146,1,0,0
1,54,1,0,0
1,39,1,0,0
1,24,1,0,0
1,8,1,0,0
1,2,1,0,0
6,7,1,0,0
7,9,1,0,0
11,13,1,0,0
12,13,1,0,0
13,17,1,0,0
16,17,1,0,0
17,18,1,0,0
22,23,1,0,0
47,48,1,0,0
23,25,1,0,0
27,32,1,0,0
31,32,1,0,0
32,33,1,0,0
37,38,1,0,0
38,40,1,0,0
42,47,1,0,0
46,47,1,0,0
52,53,1,0,0
53,55,1,0,0
57,62,1,0,0
79,81,1,0,0
61,62,1,0,0
62,63,1,0,0
64,65,1,0,0
65,70,1,0,0
66,67,1,0,0
67,68,1,0,0
68,69,1,0,0
69,70,1,0,0
70,71,1,0,0
136,137,1,0,0
81,82,1,0,0
80,82,1,0,0
86,87,1,0,0
84,90,1,0,0
85,87,1,0,0
92,94,1,0,0
89,90,1,0,0
90,91,1,0,0
94,95,1,0,0
93,95,1,0,0
215,216,1,0,0
213,219,1,0,0
214,216,1,0,0
221,223,1,0,0
218,219,1,0,0
219,220,1,0,0
223,224,1,0,0
222,224,1,0,0
227,229,1,0,0
98,100,1,0,0
97,104,1,0,0
100,101,1,0,0
99,101,1,0,0
226,233,1,0,0
229,230,1,0,0
228,230,1,0,0
235,237,1,0,0
232,233,1,0,0
233,234,1,0,0
106,108,1,0,0
103,104,1,0,0
104,105,1,0,0
108,109,1,0,0
107,109,1,0,0
112,114,1,0,0
111,118,1,0,0
114,115,1,0,0
113,115,1,0,0
120,122,1,0,0
117,118,1,0,0
118,119,1,0,0
122,123,1,0,0
121,123,1,0,0
126,128,1,0,0
125,132,1,0,0
128,129,1,0,0
127,129,1,0,0
141,142,1,0,0
131,132,1,0,0
132,133,1,0,0
134,77,1,0,0
78,135,1,0,0
135,78,1,0,0
135,136,1,0,0
4,5,1,0,0
146,147,1,0,0
144,145,1,0,0
145,147,1,0,0
149,154,1,0,0
156,157,1,0,0
