Source,Target,,,
11,22,1,0,0
11,12,1,0,0
12,13,1,0,0
16,17,1,0,0
17,19,1,0,0
21,22,1,0,0
22,23,1,0,0
28,40,1,0,0
28,29,1,0,0
29,30,1,0,0
34,35,1,0,0
35,37,1,0,0
39,40,1,0,0
40,41,1,0,0
47,48,1,0,0
19,20,1,0,0
10,11,1,0,0
15,16,1,0,0
18,19,1,0,0
20,21,1,0,0
20,23,1,0,0
27,28,1,0,0
33,34,1,0,0
36,37,1,0,0
37,38,1,0,0
38,39,1,0,0
38,41,1,0,0
44,9,1,0,0
32,33,1,0,0
1,8,1,0,0
46,47,1,0,0
46,7,1,0,0
2,9,1,0,0
45,8,1,0,0
26,27,1,0,0
9,15,1,0,0
9,32,1,0,0
9,44,1,0,0
8,10,1,0,0
8,26,1,0,0
8,45,1,0,0
7,46,1,0,0
0,6,0,1,0
6,25,0,1,0
6,14,0,1,0
14,25,0,1,0
25,43,0,1,0
25,31,0,1,0
31,43,0,1,0
43,4,0,1,0
43,6,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
5,4,0,0,1
7,6,0,0,1
8,6,0,0,1
9,6,0,0,1
10,6,0,0,1
11,6,0,0,1
12,6,0,0,1
13,6,0,0,1
15,14,0,0,1
16,14,0,0,1
17,14,0,0,1
18,14,0,0,1
19,14,0,0,1
20,14,0,0,1
21,14,0,0,1
22,14,0,0,1
23,14,0,0,1
24,14,0,0,1
26,25,0,0,1
27,25,0,0,1
28,25,0,0,1
29,25,0,0,1
30,25,0,0,1
32,31,0,0,1
33,31,0,0,1
34,31,0,0,1
35,31,0,0,1
36,31,0,0,1
37,31,0,0,1
38,31,0,0,1
39,31,0,0,1
40,31,0,0,1
41,31,0,0,1
42,31,0,0,1
44,43,0,0,1
45,43,0,0,1
46,43,0,0,1
47,43,0,0,1
48,43,0,0,1
