Source,Target,,,
24,25,1,0,0
60,61,1,0,0
113,114,1,0,0
107,108,1,0,0
69,70,1,0,0
19,21,1,0,0
63,64,1,0,0
30,32,1,0,0
35,37,1,0,0
40,42,1,0,0
44,60,1,0,0
45,47,1,0,0
50,52,1,0,0
54,60,1,0,0
55,57,1,0,0
59,60,1,0,0
6,112,1,0,0
6,85,1,0,0
6,30,1,0,0
62,29,1,0,0
62,63,1,0,0
21,22,1,0,0
12,106,1,0,0
12,90,1,0,0
12,35,1,0,0
68,18,1,0,0
68,69,1,0,0
101,102,1,0,0
80,82,1,0,0
84,99,1,0,0
85,87,1,0,0
90,92,1,0,0
95,97,1,0,0
79,100,1,0,0
79,95,1,0,0
79,80,1,0,0
100,79,1,0,0
100,101,1,0,0
18,68,1,0,0
18,55,1,0,0
18,50,1,0,0
18,19,1,0,0
106,12,1,0,0
106,107,1,0,0
29,62,1,0,0
29,45,1,0,0
29,40,1,0,0
112,6,1,0,0
112,113,1,0,0
42,43,1,0,0
38,39,1,0,0
37,38,1,0,0
33,34,1,0,0
32,33,1,0,0
20,21,1,0,0
22,23,1,0,0
31,33,1,0,0
74,75,1,0,0
13,14,1,0,0
34,36,1,0,0
36,38,1,0,0
39,41,1,0,0
41,42,1,0,0
43,44,1,0,0
46,48,1,0,0
47,48,1,0,0
48,49,1,0,0
49,51,1,0,0
51,52,1,0,0
52,53,1,0,0
53,54,1,0,0
56,57,1,0,0
57,58,1,0,0
58,59,1,0,0
58,61,1,0,0
81,82,1,0,0
82,83,1,0,0
83,84,1,0,0
86,88,1,0,0
87,88,1,0,0
88,89,1,0,0
89,91,1,0,0
91,93,1,0,0
92,93,1,0,0
93,94,1,0,0
94,96,1,0,0
96,97,1,0,0
97,98,1,0,0
98,99,1,0,0
1,2,1,0,0
7,8,1,0,0
0,3,0,1,0
0,117,0,1,0
3,5,0,1,0
5,9,0,1,0
5,111,0,1,0
9,11,0,1,0
11,15,0,1,0
11,73,0,1,0
15,17,0,1,0
17,26,0,1,0
17,67,0,1,0
26,28,0,1,0
28,28,0,1,0
28,65,0,1,0
65,67,0,1,0
67,17,0,1,0
67,71,0,1,0
71,73,0,1,0
73,76,0,1,0
73,105,0,1,0
76,78,0,1,0
78,78,0,1,0
78,103,0,1,0
103,105,0,1,0
105,11,0,1,0
105,109,0,1,0
109,111,0,1,0
111,5,0,1,0
111,115,0,1,0
115,117,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
10,9,0,0,1
12,11,0,0,1
13,11,0,0,1
14,11,0,0,1
16,15,0,0,1
18,17,0,0,1
19,17,0,0,1
20,17,0,0,1
21,17,0,0,1
22,17,0,0,1
23,17,0,0,1
24,17,0,0,1
25,17,0,0,1
27,26,0,0,1
29,28,0,0,1
30,28,0,0,1
31,28,0,0,1
32,28,0,0,1
33,28,0,0,1
34,28,0,0,1
35,28,0,0,1
36,28,0,0,1
37,28,0,0,1
38,28,0,0,1
39,28,0,0,1
40,28,0,0,1
41,28,0,0,1
42,28,0,0,1
43,28,0,0,1
44,28,0,0,1
45,28,0,0,1
46,28,0,0,1
47,28,0,0,1
48,28,0,0,1
49,28,0,0,1
50,28,0,0,1
51,28,0,0,1
52,28,0,0,1
53,28,0,0,1
54,28,0,0,1
55,28,0,0,1
56,28,0,0,1
57,28,0,0,1
58,28,0,0,1
59,28,0,0,1
60,28,0,0,1
61,28,0,0,1
62,28,0,0,1
63,28,0,0,1
64,28,0,0,1
66,65,0,0,1
68,67,0,0,1
69,67,0,0,1
70,67,0,0,1
72,71,0,0,1
74,73,0,0,1
75,73,0,0,1
77,76,0,0,1
79,78,0,0,1
80,78,0,0,1
81,78,0,0,1
82,78,0,0,1
83,78,0,0,1
84,78,0,0,1
85,78,0,0,1
86,78,0,0,1
87,78,0,0,1
88,78,0,0,1
89,78,0,0,1
90,78,0,0,1
91,78,0,0,1
92,78,0,0,1
93,78,0,0,1
94,78,0,0,1
95,78,0,0,1
96,78,0,0,1
97,78,0,0,1
98,78,0,0,1
99,78,0,0,1
100,78,0,0,1
101,78,0,0,1
102,78,0,0,1
104,103,0,0,1
106,105,0,0,1
107,105,0,0,1
108,105,0,0,1
110,109,0,0,1
112,111,0,0,1
113,111,0,0,1
114,111,0,0,1
116,115,0,0,1
118,117,0,0,1
