Source,Target,,,
95,96,1,0,0
79,95,1,0,0
63,79,1,0,0
47,63,1,0,0
1,90,1,0,0
1,74,1,0,0
1,58,1,0,0
1,41,1,0,0
1,27,1,0,0
1,2,1,0,0
114,115,1,0,0
108,109,1,0,0
17,19,1,0,0
22,24,1,0,0
26,47,1,0,0
29,30,1,0,0
30,47,1,0,0
96,106,1,0,0
31,33,1,0,0
36,38,1,0,0
40,46,1,0,0
44,45,1,0,0
45,46,1,0,0
46,47,1,0,0
48,50,1,0,0
53,55,1,0,0
57,63,1,0,0
61,62,1,0,0
62,63,1,0,0
64,66,1,0,0
69,71,1,0,0
73,79,1,0,0
81,83,1,0,0
77,78,1,0,0
78,79,1,0,0
80,82,1,0,0
85,87,1,0,0
90,91,1,0,0
89,95,1,0,0
98,100,1,0,0
93,94,1,0,0
94,95,1,0,0
97,99,1,0,0
102,104,1,0,0
16,107,1,0,0
16,102,1,0,0
16,85,1,0,0
16,69,1,0,0
16,53,1,0,0
16,36,1,0,0
16,22,1,0,0
107,16,1,0,0
107,108,1,0,0
19,20,1,0,0
113,10,1,0,0
113,114,1,0,0
38,39,1,0,0
34,35,1,0,0
33,34,1,0,0
24,25,1,0,0
20,21,1,0,0
18,20,1,0,0
21,23,1,0,0
23,24,1,0,0
25,26,1,0,0
27,28,1,0,0
28,29,1,0,0
32,34,1,0,0
35,37,1,0,0
37,38,1,0,0
39,40,1,0,0
41,42,1,0,0
42,43,1,0,0
43,44,1,0,0
49,51,1,0,0
50,51,1,0,0
51,52,1,0,0
52,54,1,0,0
54,55,1,0,0
55,56,1,0,0
56,57,1,0,0
58,59,1,0,0
59,60,1,0,0
60,61,1,0,0
65,67,1,0,0
66,67,1,0,0
67,68,1,0,0
68,70,1,0,0
70,71,1,0,0
71,72,1,0,0
72,73,1,0,0
74,75,1,0,0
75,76,1,0,0
76,77,1,0,0
82,83,1,0,0
83,84,1,0,0
84,86,1,0,0
86,87,1,0,0
87,88,1,0,0
88,89,1,0,0
91,92,1,0,0
92,93,1,0,0
99,100,1,0,0
100,101,1,0,0
101,103,1,0,0
103,104,1,0,0
104,105,1,0,0
105,106,1,0,0
10,113,1,0,0
10,97,1,0,0
10,80,1,0,0
10,64,1,0,0
10,48,1,0,0
10,31,1,0,0
10,17,1,0,0
11,12,1,0,0
5,6,1,0,0
0,4,0,1,0
4,7,0,1,0
4,118,0,1,0
7,9,0,1,0
9,13,0,1,0
9,112,0,1,0
13,15,0,1,0
15,15,0,1,0
15,110,0,1,0
110,112,0,1,0
112,9,0,1,0
112,116,0,1,0
116,118,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
5,4,0,0,1
6,4,0,0,1
8,7,0,0,1
10,9,0,0,1
11,9,0,0,1
12,9,0,0,1
14,13,0,0,1
16,15,0,0,1
17,15,0,0,1
18,15,0,0,1
19,15,0,0,1
20,15,0,0,1
21,15,0,0,1
22,15,0,0,1
23,15,0,0,1
24,15,0,0,1
25,15,0,0,1
26,15,0,0,1
27,15,0,0,1
28,15,0,0,1
29,15,0,0,1
30,15,0,0,1
31,15,0,0,1
32,15,0,0,1
33,15,0,0,1
34,15,0,0,1
35,15,0,0,1
36,15,0,0,1
37,15,0,0,1
38,15,0,0,1
39,15,0,0,1
40,15,0,0,1
41,15,0,0,1
42,15,0,0,1
43,15,0,0,1
44,15,0,0,1
45,15,0,0,1
46,15,0,0,1
47,15,0,0,1
48,15,0,0,1
49,15,0,0,1
50,15,0,0,1
51,15,0,0,1
52,15,0,0,1
53,15,0,0,1
54,15,0,0,1
55,15,0,0,1
56,15,0,0,1
57,15,0,0,1
58,15,0,0,1
59,15,0,0,1
60,15,0,0,1
61,15,0,0,1
62,15,0,0,1
63,15,0,0,1
64,15,0,0,1
65,15,0,0,1
66,15,0,0,1
67,15,0,0,1
68,15,0,0,1
69,15,0,0,1
70,15,0,0,1
71,15,0,0,1
72,15,0,0,1
73,15,0,0,1
74,15,0,0,1
75,15,0,0,1
76,15,0,0,1
77,15,0,0,1
78,15,0,0,1
79,15,0,0,1
80,15,0,0,1
81,15,0,0,1
82,15,0,0,1
83,15,0,0,1
84,15,0,0,1
85,15,0,0,1
86,15,0,0,1
87,15,0,0,1
88,15,0,0,1
89,15,0,0,1
90,15,0,0,1
91,15,0,0,1
92,15,0,0,1
93,15,0,0,1
94,15,0,0,1
95,15,0,0,1
96,15,0,0,1
97,15,0,0,1
98,15,0,0,1
99,15,0,0,1
100,15,0,0,1
101,15,0,0,1
102,15,0,0,1
103,15,0,0,1
104,15,0,0,1
105,15,0,0,1
106,15,0,0,1
107,15,0,0,1
108,15,0,0,1
109,15,0,0,1
111,110,0,0,1
113,112,0,0,1
114,112,0,0,1
115,112,0,0,1
117,116,0,0,1
119,118,0,0,1
