Source,Target,,,
11,25,1,0,0
11,23,1,0,0
11,21,1,0,0
11,19,1,0,0
11,17,1,0,0
11,15,1,0,0
11,13,1,0,0
11,12,1,0,0
12,13,1,0,0
13,14,1,0,0
14,15,1,0,0
15,16,1,0,0
16,17,1,0,0
17,18,1,0,0
18,19,1,0,0
19,20,1,0,0
20,21,1,0,0
21,22,1,0,0
22,23,1,0,0
23,24,1,0,0
24,25,1,0,0
25,26,1,0,0
26,33,1,0,0
28,29,1,0,0
29,31,1,0,0
37,38,1,0,0
31,32,1,0,0
10,11,1,0,0
27,28,1,0,0
30,31,1,0,0
32,33,1,0,0
36,37,1,0,0
36,7,1,0,0
9,27,1,0,0
9,34,1,0,0
34,9,1,0,0
1,8,1,0,0
8,10,1,0,0
8,35,1,0,0
35,8,1,0,0
7,36,1,0,0
2,9,1,0,0
0,6,0,1,0
6,4,0,1,0
6,6,0,1,0
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
5,4,0,0,1
7,6,0,0,1
8,6,0,0,1
9,6,0,0,1
10,6,0,0,1
11,6,0,0,1
12,6,0,0,1
13,6,0,0,1
14,6,0,0,1
15,6,0,0,1
16,6,0,0,1
17,6,0,0,1
18,6,0,0,1
19,6,0,0,1
20,6,0,0,1
21,6,0,0,1
22,6,0,0,1
23,6,0,0,1
24,6,0,0,1
25,6,0,0,1
26,6,0,0,1
27,6,0,0,1
28,6,0,0,1
29,6,0,0,1
30,6,0,0,1
31,6,0,0,1
32,6,0,0,1
33,6,0,0,1
34,6,0,0,1
35,6,0,0,1
36,6,0,0,1
37,6,0,0,1
38,6,0,0,1
