Source,Target,,,
2,3,1,0,0
2,192,1,0,0
2,135,1,0,0
2,60,1,0,0
2,46,1,0,0
2,262,1,0,0
2,4,1,0,0
5,6,1,0,0
6,8,1,0,0
14,15,1,0,0
14,21,1,0,0
14,24,1,0,0
14,31,1,0,0
14,34,1,0,0
17,20,1,0,0
210,216,1,0,0
210,211,1,0,0
19,20,1,0,0
7,8,1,0,0
20,23,1,0,0
84,85,1,0,0
26,30,1,0,0
85,87,1,0,0
85,86,1,0,0
29,30,1,0,0
30,33,1,0,0
34,36,1,0,0
34,14,1,0,0
36,37,1,0,0
45,61,1,0,0
45,52,1,0,0
45,47,1,0,0
45,129,1,0,0
54,55,1,0,0
55,58,1,0,0
56,69,1,0,0
64,121,1,0,0
64,77,1,0,0
64,66,1,0,0
64,125,1,0,0
64,70,1,0,0
71,72,1,0,0
68,69,1,0,0
153,155,1,0,0
153,154,1,0,0
69,75,1,0,0
70,72,1,0,0
76,77,1,0,0
74,85,1,0,0
74,101,1,0,0
74,114,1,0,0
74,75,1,0,0
75,87,1,0,0
75,86,1,0,0
196,202,1,0,0
197,199,1,0,0
206,209,1,0,0
201,202,1,0,0
202,218,1,0,0
202,210,1,0,0
95,108,1,0,0
81,84,1,0,0
110,113,1,0,0
112,113,1,0,0
113,114,1,0,0
114,116,1,0,0
114,115,1,0,0
115,116,1,0,0
242,245,1,0,0
1,15,1,0,0
1,10,1,0,0
244,245,1,0,0
245,217,1,0,0
245,246,1,0,0
116,90,1,0,0
116,120,1,0,0
117,118,1,0,0
97,100,1,0,0
60,122,1,0,0
99,100,1,0,0
100,101,1,0,0
101,103,1,0,0
101,102,1,0,0
102,103,1,0,0
103,115,1,0,0
103,116,1,0,0
125,126,1,0,0
125,64,1,0,0
126,127,1,0,0
129,132,1,0,0
129,45,1,0,0
132,133,1,0,0
138,150,1,0,0
148,170,1,0,0
148,163,1,0,0
148,156,1,0,0
149,155,1,0,0
150,154,1,0,0
150,153,1,0,0
152,154,1,0,0
152,153,1,0,0
154,160,1,0,0
154,159,1,0,0
43,92,1,0,0
43,80,1,0,0
43,131,1,0,0
155,162,1,0,0
156,161,1,0,0
158,160,1,0,0
158,159,1,0,0
159,162,1,0,0
159,160,1,0,0
160,167,1,0,0
160,166,1,0,0
161,162,1,0,0
162,169,1,0,0
163,168,1,0,0
165,167,1,0,0
165,166,1,0,0
166,169,1,0,0
166,167,1,0,0
167,150,1,0,0
168,169,1,0,0
169,178,1,0,0
169,149,1,0,0
170,175,1,0,0
170,148,1,0,0
175,176,1,0,0
192,194,1,0,0
190,197,1,0,0
191,253,1,0,0
191,193,1,0,0
191,259,1,0,0
