Source,Target,,,
19,24,1,0,0
17,19,1,0,0
16,17,1,0,0
6,24,1,0,0
6,18,1,0,0
26,27,1,0,0
8,10,1,0,0
12,13,1,0,0
12,16,1,0,0
12,16,1,0,0
12,17,1,0,0
12,19,1,0,0
13,14,1,0,0
43,49,1,0,0
18,19,1,0,0
25,7,1,0,0
25,26,1,0,0
10,11,1,0,0
57,58,1,0,0
38,40,1,0,0
42,43,1,0,0
44,46,1,0,0
48,49,1,0,0
49,55,1,0,0
52,53,1,0,0
51,53,1,0,0
37,56,1,0,0
37,50,1,0,0
37,44,1,0,0
37,38,1,0,0
56,37,1,0,0
56,57,1,0,0
1,2,1,0,0
53,54,1,0,0
46,47,1,0,0
40,41,1,0,0
9,10,1,0,0
11,12,1,0,0
39,40,1,0,0
41,42,1,0,0
45,46,1,0,0
47,48,1,0,0
50,52,1,0,0
54,55,1,0,0
24,31,1,0,0
24,6,1,0,0
31,43,1,0,0
7,25,1,0,0
7,8,1,0,0
32,33,1,0,0
0,3,0,1,0
0,30,0,1,0
3,5,0,1,0
5,15,0,1,0
5,21,0,1,0
15,23,0,1,0
21,23,0,1,0
23,5,0,1,0
23,28,0,1,0
28,30,0,1,0
30,34,0,1,0
30,61,0,1,0
34,36,0,1,0
36,36,0,1,0
36,59,0,1,0
59,61,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
14,5,0,0,1
16,15,0,0,1
17,15,0,0,1
18,15,0,0,1
19,15,0,0,1
20,15,0,0,1
22,21,0,0,1
24,23,0,0,1
25,23,0,0,1
26,23,0,0,1
27,23,0,0,1
29,28,0,0,1
31,30,0,0,1
32,30,0,0,1
33,30,0,0,1
35,34,0,0,1
37,36,0,0,1
38,36,0,0,1
39,36,0,0,1
40,36,0,0,1
41,36,0,0,1
42,36,0,0,1
43,36,0,0,1
44,36,0,0,1
45,36,0,0,1
46,36,0,0,1
47,36,0,0,1
48,36,0,0,1
49,36,0,0,1
50,36,0,0,1
51,36,0,0,1
52,36,0,0,1
53,36,0,0,1
54,36,0,0,1
55,36,0,0,1
56,36,0,0,1
57,36,0,0,1
58,36,0,0,1
60,59,0,0,1
62,61,0,0,1
