Source,Target,,,
93,98,1,0,0
55,60,1,0,0
23,105,1,0,0
23,88,1,0,0
23,78,1,0,0
23,56,1,0,0
23,40,1,0,0
23,35,1,0,0
23,24,1,0,0
13,14,1,0,0
7,9,1,0,0
12,6,1,0,0
12,13,1,0,0
9,10,1,0,0
106,107,1,0,0
24,26,1,0,0
62,63,1,0,0
35,37,1,0,0
39,55,1,0,0
40,42,1,0,0
45,47,1,0,0
49,55,1,0,0
50,52,1,0,0
54,55,1,0,0
56,58,1,0,0
72,99,1,0,0
72,94,1,0,0
72,83,1,0,0
72,73,1,0,0
61,34,1,0,0
61,62,1,0,0
100,101,1,0,0
73,75,1,0,0
77,93,1,0,0
78,80,1,0,0
84,85,1,0,0
83,85,1,0,0
87,93,1,0,0
88,90,1,0,0
95,96,1,0,0
92,93,1,0,0
94,96,1,0,0
34,61,1,0,0
34,50,1,0,0
34,45,1,0,0
99,72,1,0,0
99,100,1,0,0
105,23,1,0,0
105,106,1,0,0
47,48,1,0,0
43,44,1,0,0
42,43,1,0,0
37,38,1,0,0
26,27,1,0,0
8,9,1,0,0
10,11,1,0,0
25,26,1,0,0
27,28,1,0,0
36,37,1,0,0
29,30,1,0,0
18,19,1,0,0
67,68,1,0,0
38,39,1,0,0
41,43,1,0,0
44,46,1,0,0
46,47,1,0,0
48,49,1,0,0
51,52,1,0,0
52,53,1,0,0
53,54,1,0,0
57,58,1,0,0
58,59,1,0,0
59,60,1,0,0
74,75,1,0,0
75,76,1,0,0
76,77,1,0,0
79,81,1,0,0
80,81,1,0,0
81,82,1,0,0
82,84,1,0,0
85,86,1,0,0
86,87,1,0,0
89,90,1,0,0
90,91,1,0,0
91,92,1,0,0
96,97,1,0,0
97,98,1,0,0
6,12,1,0,0
6,7,1,0,0
1,2,1,0,0
0,3,0,1,0
0,17,0,1,0
3,5,0,1,0
5,5,0,1,0
5,15,0,1,0
15,17,0,1,0
17,20,0,1,0
17,110,0,1,0
20,22,0,1,0
22,31,0,1,0
22,66,0,1,0
31,33,0,1,0
33,33,0,1,0
33,64,0,1,0
64,66,0,1,0
66,69,0,1,0
66,104,0,1,0
69,71,0,1,0
71,71,0,1,0
71,102,0,1,0
102,104,0,1,0
104,22,0,1,0
104,108,0,1,0
108,110,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
14,5,0,0,1
16,15,0,0,1
18,17,0,0,1
19,17,0,0,1
21,20,0,0,1
23,22,0,0,1
24,22,0,0,1
25,22,0,0,1
26,22,0,0,1
27,22,0,0,1
28,22,0,0,1
29,22,0,0,1
30,22,0,0,1
32,31,0,0,1
34,33,0,0,1
35,33,0,0,1
36,33,0,0,1
37,33,0,0,1
38,33,0,0,1
39,33,0,0,1
40,33,0,0,1
41,33,0,0,1
42,33,0,0,1
43,33,0,0,1
44,33,0,0,1
45,33,0,0,1
46,33,0,0,1
47,33,0,0,1
48,33,0,0,1
49,33,0,0,1
50,33,0,0,1
51,33,0,0,1
52,33,0,0,1
53,33,0,0,1
54,33,0,0,1
55,33,0,0,1
56,33,0,0,1
57,33,0,0,1
58,33,0,0,1
59,33,0,0,1
60,33,0,0,1
61,33,0,0,1
62,33,0,0,1
63,33,0,0,1
65,64,0,0,1
67,66,0,0,1
68,66,0,0,1
70,69,0,0,1
72,71,0,0,1
73,71,0,0,1
74,71,0,0,1
75,71,0,0,1
76,71,0,0,1
77,71,0,0,1
78,71,0,0,1
79,71,0,0,1
80,71,0,0,1
81,71,0,0,1
82,71,0,0,1
83,71,0,0,1
84,71,0,0,1
85,71,0,0,1
86,71,0,0,1
87,71,0,0,1
88,71,0,0,1
89,71,0,0,1
90,71,0,0,1
91,71,0,0,1
92,71,0,0,1
93,71,0,0,1
94,71,0,0,1
95,71,0,0,1
96,71,0,0,1
97,71,0,0,1
98,71,0,0,1
99,71,0,0,1
100,71,0,0,1
101,71,0,0,1
103,102,0,0,1
105,104,0,0,1
106,104,0,0,1
107,104,0,0,1
109,108,0,0,1
111,110,0,0,1
