Source,Target,,,
26,27,1,0,0
25,26,1,0,0
24,25,1,0,0
23,24,1,0,0
33,34,1,0,0
8,10,1,0,0
12,18,1,0,0
13,15,1,0,0
17,18,1,0,0
18,19,1,0,0
18,22,1,0,0
18,23,1,0,0
18,24,1,0,0
18,25,1,0,0
18,26,1,0,0
18,27,1,0,0
19,20,1,0,0
28,31,1,0,0
22,23,1,0,0
27,28,1,0,0
32,7,1,0,0
32,33,1,0,0
10,11,1,0,0
1,2,1,0,0
15,16,1,0,0
9,10,1,0,0
11,12,1,0,0
14,15,1,0,0
16,17,1,0,0
6,31,1,0,0
6,28,1,0,0
31,38,1,0,0
31,6,1,0,0
38,39,1,0,0
7,32,1,0,0
7,13,1,0,0
7,8,1,0,0
0,3,0,1,0
0,37,0,1,0
3,5,0,1,0
5,21,0,1,0
5,30,0,1,0
21,30,0,1,0
30,5,0,1,0
30,35,0,1,0
35,37,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
14,5,0,0,1
15,5,0,0,1
16,5,0,0,1
17,5,0,0,1
18,5,0,0,1
19,5,0,0,1
20,5,0,0,1
22,21,0,0,1
23,21,0,0,1
24,21,0,0,1
25,21,0,0,1
26,21,0,0,1
27,21,0,0,1
28,21,0,0,1
29,21,0,0,1
31,30,0,0,1
32,30,0,0,1
33,30,0,0,1
34,30,0,0,1
36,35,0,0,1
38,37,0,0,1
39,37,0,0,1
