Source,Target,,,
250,261,1,0,0
240,274,1,0,0
240,266,1,0,0
240,247,1,0,0
240,244,1,0,0
240,241,1,0,0
183,217,1,0,0
183,209,1,0,0
183,190,1,0,0
183,187,1,0,0
183,184,1,0,0
6,52,1,0,0
6,37,1,0,0
6,29,1,0,0
6,26,1,0,0
6,23,1,0,0
146,147,1,0,0
22,33,1,0,0
32,33,1,0,0
63,109,1,0,0
63,94,1,0,0
63,86,1,0,0
63,83,1,0,0
63,80,1,0,0
203,204,1,0,0
137,138,1,0,0
140,146,1,0,0
143,146,1,0,0
148,149,1,0,0
151,152,1,0,0
152,153,1,0,0
153,155,1,0,0
160,126,1,0,0
160,161,1,0,0
166,120,1,0,0
166,167,1,0,0
53,54,1,0,0
47,48,1,0,0
13,14,1,0,0
89,90,1,0,0
16,22,1,0,0
19,22,1,0,0
23,24,1,0,0
79,90,1,0,0
46,12,1,0,0
46,47,1,0,0
26,32,1,0,0
29,32,1,0,0
34,35,1,0,0
37,38,1,0,0
38,39,1,0,0
39,41,1,0,0
348,394,1,0,0
348,379,1,0,0
348,371,1,0,0
348,368,1,0,0
348,365,1,0,0
41,42,1,0,0
52,6,1,0,0
52,53,1,0,0
110,111,1,0,0
104,105,1,0,0
70,71,1,0,0
73,79,1,0,0
76,79,1,0,0
80,81,1,0,0
177,223,1,0,0
177,208,1,0,0
177,200,1,0,0
177,197,1,0,0
177,194,1,0,0
83,89,1,0,0
86,89,1,0,0
91,92,1,0,0
260,261,1,0,0
94,95,1,0,0
95,96,1,0,0
96,98,1,0,0
103,69,1,0,0
103,104,1,0,0
109,63,1,0,0
109,110,1,0,0
167,168,1,0,0
161,162,1,0,0
127,128,1,0,0
130,136,1,0,0
133,136,1,0,0
224,225,1,0,0
218,219,1,0,0
184,185,1,0,0
187,193,1,0,0
190,193,1,0,0
194,195,1,0,0
197,203,1,0,0
200,203,1,0,0
205,206,1,0,0
307,318,1,0,0
208,209,1,0,0
209,210,1,0,0
210,212,1,0,0
217,183,1,0,0
217,218,1,0,0
223,177,1,0,0
223,224,1,0,0
281,282,1,0,0
275,276,1,0,0
241,242,1,0,0
244,250,1,0,0
193,204,1,0,0
247,250,1,0,0
251,252,1,0,0
136,147,1,0,0
254,260,1,0,0
257,260,1,0,0
262,263,1,0,0
265,266,1,0,0
266,267,1,0,0
267,269,1,0,0
274,240,1,0,0
