Source,Target,,,
7,111,1,0,0
8,106,1,0,0
10,99,1,0,0
10,27,1,0,0
10,20,1,0,0
10,13,1,0,0
12,29,1,0,0
12,23,1,0,0
12,15,1,0,0
13,14,1,0,0
14,17,1,0,0
15,16,1,0,0
16,17,1,0,0
17,18,1,0,0
20,21,1,0,0
21,22,1,0,0
22,91,1,0,0
22,91,1,0,0
22,91,1,0,0
22,91,1,0,0
22,63,1,0,0
22,26,1,0,0
23,24,1,0,0
24,25,1,0,0
25,91,1,0,0
25,91,1,0,0
25,91,1,0,0
25,34,1,0,0
25,26,1,0,0
26,66,1,0,0
26,60,1,0,0
26,37,1,0,0
26,31,1,0,0
27,28,1,0,0
28,90,1,0,0
28,90,1,0,0
28,90,1,0,0
28,90,1,0,0
28,67,1,0,0
28,64,1,0,0
29,30,1,0,0
30,89,1,0,0
30,89,1,0,0
30,89,1,0,0
30,89,1,0,0
30,38,1,0,0
30,35,1,0,0
31,32,1,0,0
34,38,1,0,0
34,36,1,0,0
35,38,1,0,0
36,37,1,0,0
37,47,1,0,0
37,45,1,0,0
37,42,1,0,0
37,39,1,0,0
38,89,1,0,0
38,56,1,0,0
38,50,1,0,0
38,46,1,0,0
39,40,1,0,0
42,43,1,0,0
45,46,1,0,0
46,53,1,0,0
47,48,1,0,0
110,111,1,0,0
111,119,1,0,0
111,7,1,0,0
116,117,1,0,0
48,49,1,0,0
49,50,1,0,0
50,51,1,0,0
51,52,1,0,0
52,53,1,0,0
53,89,1,0,0
56,57,1,0,0
57,89,1,0,0
60,61,1,0,0
63,67,1,0,0
63,65,1,0,0
64,67,1,0,0
65,66,1,0,0
66,77,1,0,0
66,74,1,0,0
66,71,1,0,0
66,68,1,0,0
67,90,1,0,0
67,85,1,0,0
67,79,1,0,0
67,76,1,0,0
68,69,1,0,0
71,72,1,0,0
74,75,1,0,0
75,76,1,0,0
76,82,1,0,0
77,78,1,0,0
78,79,1,0,0
79,80,1,0,0
80,81,1,0,0
81,82,1,0,0
82,90,1,0,0
85,86,1,0,0
86,90,1,0,0
89,93,1,0,0
90,92,1,0,0
91,98,1,0,0
92,93,1,0,0
93,96,1,0,0
93,94,1,0,0
94,96,1,0,0
94,95,1,0,0
95,97,1,0,0
95,96,1,0,0
96,102,1,0,0
97,98,1,0,0
98,100,1,0,0
99,102,1,0,0
100,101,1,0,0
101,103,1,0,0
102,103,1,0,0
103,106,1,0,0
106,109,1,0,0
106,8,1,0,0
108,109,1,0,0
109,110,1,0,0
9,10,1,0,0
6,107,1,0,0
6,112,1,0,0
11,12,1,0,0
107,108,1,0,0
112,6,1,0,0
4,9,1,0,0
4,114,1,0,0
114,4,1,0,0
3,115,1,0,0
115,116,1,0,0
115,3,1,0,0
113,5,1,0,0
5,11,1,0,0
5,113,1,0,0
119,120,1,0,0
0,2,0,1,0
2,19,0,1,0
2,105,0,1,0
19,33,0,1,0
19,59,0,1,0
33,88,0,1,0
33,41,0,1,0
41,44,0,1,0
41,55,0,1,0
44,88,0,1,0
55,88,0,1,0
59,62,0,1,0
59,88,0,1,0
62,88,0,1,0
62,70,0,1,0
70,73,0,1,0
70,84,0,1,0
73,88,0,1,0
84,88,0,1,0
88,105,0,1,0
105,118,0,1,0
105,2,0,1,0
1,0,0,0,1
3,2,0,0,1
4,2,0,0,1
5,2,0,0,1
6,2,0,0,1
7,2,0,0,1
8,2,0,0,1
9,2,0,0,1
10,2,0,0,1
11,2,0,0,1
12,2,0,0,1
13,2,0,0,1
14,2,0,0,1
15,2,0,0,1
16,2,0,0,1
17,2,0,0,1
18,2,0,0,1
20,19,0,0,1
21,19,0,0,1
22,19,0,0,1
23,19,0,0,1
24,19,0,0,1
25,19,0,0,1
26,19,0,0,1
27,19,0,0,1
28,19,0,0,1
29,19,0,0,1
30,19,0,0,1
31,19,0,0,1
32,19,0,0,1
34,33,0,0,1
35,33,0,0,1
36,33,0,0,1
37,33,0,0,1
38,33,0,0,1
39,33,0,0,1
40,33,0,0,1
42,41,0,0,1
43,41,0,0,1
45,44,0,0,1
46,44,0,0,1
47,44,0,0,1
48,44,0,0,1
49,44,0,0,1
50,44,0,0,1
51,44,0,0,1
52,44,0,0,1
53,44,0,0,1
54,44,0,0,1
56,55,0,0,1
57,55,0,0,1
58,55,0,0,1
60,59,0,0,1
61,59,0,0,1
63,62,0,0,1
64,62,0,0,1
65,62,0,0,1
66,62,0,0,1
67,62,0,0,1
68,62,0,0,1
69,62,0,0,1
71,70,0,0,1
72,70,0,0,1
74,73,0,0,1
75,73,0,0,1
76,73,0,0,1
77,73,0,0,1
78,73,0,0,1
79,73,0,0,1
80,73,0,0,1
81,73,0,0,1
82,73,0,0,1
83,73,0,0,1
85,84,0,0,1
86,84,0,0,1
87,84,0,0,1
89,88,0,0,1
90,88,0,0,1
91,88,0,0,1
92,88,0,0,1
93,88,0,0,1
94,88,0,0,1
95,88,0,0,1
96,88,0,0,1
97,88,0,0,1
98,88,0,0,1
99,88,0,0,1
100,88,0,0,1
101,88,0,0,1
102,88,0,0,1
103,88,0,0,1
104,88,0,0,1
106,105,0,0,1
107,105,0,0,1
108,105,0,0,1
109,105,0,0,1
110,105,0,0,1
111,105,0,0,1
112,105,0,0,1
113,105,0,0,1
114,105,0,0,1
115,105,0,0,1
116,105,0,0,1
117,105,0,0,1
119,118,0,0,1
120,118,0,0,1
