Source,Target,,,
29,30,1,0,0
28,29,1,0,0
27,28,1,0,0
26,27,1,0,0
46,47,1,0,0
8,10,1,0,0
12,18,1,0,0
13,15,1,0,0
17,18,1,0,0
18,38,1,0,0
18,37,1,0,0
18,36,1,0,0
18,35,1,0,0
18,34,1,0,0
18,33,1,0,0
18,30,1,0,0
18,29,1,0,0
18,28,1,0,0
18,27,1,0,0
18,26,1,0,0
18,25,1,0,0
18,19,1,0,0
19,20,1,0,0
22,23,1,0,0
25,26,1,0,0
30,41,1,0,0
33,34,1,0,0
34,35,1,0,0
35,36,1,0,0
36,37,1,0,0
37,38,1,0,0
38,41,1,0,0
45,7,1,0,0
45,46,1,0,0
10,11,1,0,0
15,16,1,0,0
9,10,1,0,0
11,12,1,0,0
14,15,1,0,0
16,17,1,0,0
1,2,1,0,0
6,44,1,0,0
41,44,1,0,0
44,51,1,0,0
44,6,1,0,0
51,52,1,0,0
7,45,1,0,0
7,22,1,0,0
7,13,1,0,0
7,8,1,0,0
0,3,0,1,0
0,50,0,1,0
3,5,0,1,0
5,21,0,1,0
5,43,0,1,0
21,24,0,1,0
21,32,0,1,0
24,40,0,1,0
32,40,0,1,0
40,43,0,1,0
43,5,0,1,0
43,48,0,1,0
48,50,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
14,5,0,0,1
15,5,0,0,1
16,5,0,0,1
17,5,0,0,1
18,5,0,0,1
19,5,0,0,1
20,5,0,0,1
22,21,0,0,1
23,21,0,0,1
25,24,0,0,1
26,24,0,0,1
27,24,0,0,1
28,24,0,0,1
29,24,0,0,1
30,24,0,0,1
31,24,0,0,1
33,32,0,0,1
34,32,0,0,1
35,32,0,0,1
36,32,0,0,1
37,32,0,0,1
38,32,0,0,1
39,32,0,0,1
41,40,0,0,1
42,40,0,0,1
44,43,0,0,1
45,43,0,0,1
46,43,0,0,1
47,43,0,0,1
49,48,0,0,1
51,50,0,0,1
52,50,0,0,1
