Source,Target,,,
6,7,1,0,0
116,119,1,0,0
116,126,1,0,0
116,133,1,0,0
116,140,1,0,0
116,147,1,0,0
116,154,1,0,0
116,161,1,0,0
116,168,1,0,0
116,180,1,0,0
116,192,1,0,0
116,202,1,0,0
116,208,1,0,0
116,214,1,0,0
116,220,1,0,0
116,226,1,0,0
116,232,1,0,0
116,238,1,0,0
116,244,1,0,0
116,252,1,0,0
116,263,1,0,0
116,273,1,0,0
5,87,1,0,0
25,77,1,0,0
25,26,1,0,0
26,28,1,0,0
31,32,1,0,0
31,36,1,0,0
31,39,1,0,0
31,49,1,0,0
31,52,1,0,0
31,61,1,0,0
31,71,1,0,0
31,34,1,0,0
34,74,1,0,0
34,31,1,0,0
35,46,1,0,0
265,268,1,0,0
268,271,1,0,0
79,23,1,0,0
276,277,1,0,0
254,257,1,0,0
257,260,1,0,0
38,45,1,0,0
246,249,1,0,0
253,254,1,0,0
41,44,1,0,0
42,43,1,0,0
43,48,1,0,0
44,45,1,0,0
60,68,1,0,0
45,47,1,0,0
46,47,1,0,0
47,48,1,0,0
48,67,1,0,0
51,58,1,0,0
54,57,1,0,0
55,56,1,0,0
56,60,1,0,0
57,59,1,0,0
58,59,1,0,0
59,60,1,0,0
63,66,1,0,0
64,65,1,0,0
65,66,1,0,0
66,70,1,0,0
67,69,1,0,0
68,69,1,0,0
69,70,1,0,0
70,73,1,0,0
74,75,1,0,0
77,84,1,0,0
77,25,1,0,0
84,85,1,0,0
87,88,1,0,0
88,98,1,0,0
121,125,1,0,0
128,132,1,0,0
135,139,1,0,0
143,144,1,0,0
142,146,1,0,0
150,151,1,0,0
149,153,1,0,0
157,158,1,0,0
156,160,1,0,0
164,165,1,0,0
163,167,1,0,0
171,172,1,0,0
170,174,1,0,0
176,177,1,0,0
7,8,1,0,0
177,250,1,0,0
177,178,1,0,0
182,185,1,0,0
185,186,1,0,0
188,189,1,0,0
189,261,1,0,0
189,190,1,0,0
198,199,1,0,0
194,197,1,0,0
197,201,1,0,0
204,207,1,0,0
210,213,1,0,0
215,216,1,0,0
216,219,1,0,0
221,222,1,0,0
222,225,1,0,0
227,228,1,0,0
228,231,1,0,0
233,234,1,0,0
234,237,1,0,0
239,240,1,0,0
240,243,1,0,0
245,246,1,0,0
10,11,1,0,0
28,71,1,0,0
8,42,1,0,0
9,10,1,0,0
13,23,1,0,0
12,24,1,0,0
78,24,1,0,0
11,55,1,0,0
27,28,1,0,0
33,35,1,0,0
37,38,1,0,0
40,41,1,0,0
50,51,1,0,0
53,54,1,0,0
62,63,1,0,0
72,73,1,0,0
118,198,1,0,0
118,171,1,0,0
118,164,1,0,0
118,157,1,0,0
118,150,1,0,0
118,143,1,0,0
118,136,1,0,0
118,129,1,0,0
118,122,1,0,0
118,186,1,0,0
120,121,1,0,0
122,123,1,0,0
123,124,1,0,0
124,125,1,0,0
127,128,1,0,0
129,130,1,0,0
130,131,1,0,0
131,132,1,0,0
134,135,1,0,0
136,137,1,0,0
137,138,1,0,0
138,139,1,0,0
141,142,1,0,0
144,145,1,0,0
145,146,1,0,0
39,40,1,0,0
16,20,1,0,0
148,149,1,0,0
151,152,1,0,0
152,153,1,0,0
80,22,1,0,0
49,50,1,0,0
155,156,1,0,0
158,159,1,0,0
159,160,1,0,0
15,21,1,0,0
162,163,1,0,0
165,166,1,0,0
166,167,1,0,0
169,170,1,0,0
172,173,1,0,0
173,174,1,0,0
52,53,1,0,0
175,176,1,0,0
181,182,1,0,0
187,188,1,0,0
193,194,1,0,0
199,200,1,0,0
200,201,1,0,0
203,204,1,0,0
81,21,1,0,0
206,207,1,0,0
209,210,1,0,0
212,213,1,0,0
218,219,1,0,0
224,225,1,0,0
230,231,1,0,0
236,237,1,0,0
242,243,1,0,0
248,249,1,0,0
259,260,1,0,0
264,265,1,0,0
270,271,1,0,0
61,62,1,0,0
19,32,1,0,0
19,83,1,0,0
20,36,1,0,0
20,82,1,0,0
21,39,1,0,0
21,81,1,0,0
24,61,1,0,0
24,78,1,0,0
115,187,1,0,0
115,274,1,0,0
23,52,1,0,0
23,79,1,0,0
275,114,1,0,0
192,193,1,0,0
180,181,1,0,0
101,168,1,0,0
168,169,1,0,0
102,161,1,0,0
161,162,1,0,0
274,115,1,0,0
1,114,1,0,0
22,49,1,0,0
22,80,1,0,0
71,72,1,0,0
4,19,1,0,0
4,16,1,0,0
4,15,1,0,0
4,14,1,0,0
4,13,1,0,0
4,12,1,0,0
4,117,1,0,0
3,106,1,0,0
3,99,1,0,0
3,97,1,0,0
3,96,1,0,0
3,95,1,0,0
3,94,1,0,0
3,93,1,0,0
3,92,1,0,0
3,91,1,0,0
3,90,1,0,0
3,252,1,0,0
3,89,1,0,0
82,20,1,0,0
36,37,1,0,0
114,175,1,0,0
114,275,1,0,0
272,117,1,0,0
103,154,1,0,0
154,155,1,0,0
104,147,1,0,0
147,148,1,0,0
105,140,1,0,0
140,141,1,0,0
106,109,1,0,0
106,108,1,0,0
106,107,1,0,0
107,133,1,0,0
133,134,1,0,0
108,126,1,0,0
126,127,1,0,0
109,119,1,0,0
119,120,1,0,0
269,270,1,0,0
89,263,1,0,0
273,276,1,0,0
273,116,1,0,0
263,264,1,0,0
258,259,1,0,0
252,253,1,0,0
247,248,1,0,0
90,244,1,0,0
244,245,1,0,0
241,242,1,0,0
91,238,1,0,0
238,239,1,0,0
235,236,1,0,0
92,232,1,0,0
232,233,1,0,0
229,230,1,0,0
93,226,1,0,0
226,227,1,0,0
96,208,1,0,0
208,209,1,0,0
205,206,1,0,0
97,202,1,0,0
202,203,1,0,0
2,115,1,0,0
223,224,1,0,0
94,220,1,0,0
220,221,1,0,0
217,218,1,0,0
