Source,Target,,,
66,67,1,0,0
6,34,1,0,0
6,21,1,0,0
6,13,1,0,0
35,36,1,0,0
29,30,1,0,0
13,14,1,0,0
14,15,1,0,0
15,17,1,0,0
19,20,1,0,0
20,27,1,0,0
52,53,1,0,0
21,22,1,0,0
22,23,1,0,0
23,25,1,0,0
28,12,1,0,0
28,29,1,0,0
17,18,1,0,0
34,6,1,0,0
34,35,1,0,0
75,76,1,0,0
69,70,1,0,0
53,54,1,0,0
54,56,1,0,0
58,66,1,0,0
59,60,1,0,0
60,61,1,0,0
61,63,1,0,0
65,66,1,0,0
45,74,1,0,0
45,59,1,0,0
45,52,1,0,0
68,51,1,0,0
68,69,1,0,0
51,68,1,0,0
51,60,1,0,0
51,53,1,0,0
74,45,1,0,0
74,75,1,0,0
46,47,1,0,0
63,64,1,0,0
56,57,1,0,0
25,26,1,0,0
16,17,1,0,0
18,19,1,0,0
24,25,1,0,0
7,8,1,0,0
40,41,1,0,0
26,27,1,0,0
55,56,1,0,0
57,58,1,0,0
62,63,1,0,0
64,65,1,0,0
64,67,1,0,0
12,28,1,0,0
12,22,1,0,0
12,14,1,0,0
1,2,1,0,0
0,3,0,1,0
0,39,0,1,0
3,5,0,1,0
5,9,0,1,0
5,33,0,1,0
9,11,0,1,0
11,11,0,1,0
11,31,0,1,0
31,33,0,1,0
33,5,0,1,0
33,37,0,1,0
37,39,0,1,0
39,42,0,1,0
39,79,0,1,0
42,44,0,1,0
44,48,0,1,0
44,73,0,1,0
48,50,0,1,0
50,50,0,1,0
50,71,0,1,0
71,73,0,1,0
73,44,0,1,0
73,77,0,1,0
77,79,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
10,9,0,0,1
12,11,0,0,1
13,11,0,0,1
14,11,0,0,1
15,11,0,0,1
16,11,0,0,1
17,11,0,0,1
18,11,0,0,1
19,11,0,0,1
20,11,0,0,1
21,11,0,0,1
22,11,0,0,1
23,11,0,0,1
24,11,0,0,1
25,11,0,0,1
26,11,0,0,1
27,11,0,0,1
28,11,0,0,1
29,11,0,0,1
30,11,0,0,1
32,31,0,0,1
34,33,0,0,1
35,33,0,0,1
36,33,0,0,1
38,37,0,0,1
40,39,0,0,1
41,39,0,0,1
43,42,0,0,1
45,44,0,0,1
46,44,0,0,1
47,44,0,0,1
49,48,0,0,1
51,50,0,0,1
52,50,0,0,1
53,50,0,0,1
54,50,0,0,1
55,50,0,0,1
56,50,0,0,1
57,50,0,0,1
58,50,0,0,1
59,50,0,0,1
60,50,0,0,1
61,50,0,0,1
62,50,0,0,1
63,50,0,0,1
64,50,0,0,1
65,50,0,0,1
66,50,0,0,1
67,50,0,0,1
68,50,0,0,1
69,50,0,0,1
70,50,0,0,1
72,71,0,0,1
74,73,0,0,1
75,73,0,0,1
76,73,0,0,1
78,77,0,0,1
80,79,0,0,1
