Source,Target,,,
18,19,1,0,0
17,18,1,0,0
16,17,1,0,0
15,16,1,0,0
95,96,1,0,0
7,9,1,0,0
11,80,1,0,0
12,13,1,0,0
13,14,1,0,0
13,15,1,0,0
13,16,1,0,0
13,17,1,0,0
13,18,1,0,0
13,19,1,0,0
14,15,1,0,0
20,43,1,0,0
19,20,1,0,0
21,22,1,0,0
22,23,1,0,0
22,24,1,0,0
22,25,1,0,0
22,26,1,0,0
22,27,1,0,0
22,28,1,0,0
23,24,1,0,0
24,25,1,0,0
25,26,1,0,0
26,27,1,0,0
27,28,1,0,0
28,47,1,0,0
29,30,1,0,0
30,31,1,0,0
30,32,1,0,0
30,33,1,0,0
30,34,1,0,0
30,35,1,0,0
30,36,1,0,0
31,32,1,0,0
32,33,1,0,0
33,34,1,0,0
34,35,1,0,0
35,36,1,0,0
36,40,1,0,0
37,38,1,0,0
38,39,1,0,0
39,40,1,0,0
40,51,1,0,0
89,90,1,0,0
58,59,1,0,0
59,61,1,0,0
63,79,1,0,0
64,65,1,0,0
65,66,1,0,0
65,67,1,0,0
65,68,1,0,0
65,69,1,0,0
65,70,1,0,0
65,71,1,0,0
66,67,1,0,0
67,68,1,0,0
68,69,1,0,0
69,70,1,0,0
70,71,1,0,0
71,78,1,0,0
72,74,1,0,0
76,77,1,0,0
77,80,1,0,0
78,79,1,0,0
79,80,1,0,0
80,86,1,0,0
81,83,1,0,0
85,86,1,0,0
86,87,1,0,0
6,94,1,0,0
6,72,1,0,0
6,64,1,0,0
6,37,1,0,0
6,29,1,0,0
6,21,1,0,0
6,12,1,0,0
6,7,1,0,0
88,57,1,0,0
88,89,1,0,0
9,10,1,0,0
57,88,1,0,0
57,81,1,0,0
57,58,1,0,0
94,6,1,0,0
94,95,1,0,0
83,84,1,0,0
74,75,1,0,0
61,62,1,0,0
49,50,1,0,0
45,46,1,0,0
8,9,1,0,0
10,11,1,0,0
41,42,1,0,0
1,2,1,0,0
42,43,1,0,0
44,45,1,0,0
46,47,1,0,0
48,49,1,0,0
50,51,1,0,0
60,61,1,0,0
62,63,1,0,0
73,74,1,0,0
75,76,1,0,0
82,83,1,0,0
84,85,1,0,0
84,87,1,0,0
52,53,1,0,0
0,3,0,1,0
0,99,0,1,0
3,5,0,1,0
5,54,0,1,0
5,93,0,1,0
54,56,0,1,0
56,56,0,1,0
56,91,0,1,0
91,93,0,1,0
93,5,0,1,0
93,97,0,1,0
97,99,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
14,5,0,0,1
15,5,0,0,1
16,5,0,0,1
17,5,0,0,1
18,5,0,0,1
19,5,0,0,1
20,5,0,0,1
21,5,0,0,1
22,5,0,0,1
23,5,0,0,1
24,5,0,0,1
25,5,0,0,1
26,5,0,0,1
27,5,0,0,1
28,5,0,0,1
29,5,0,0,1
30,5,0,0,1
31,5,0,0,1
32,5,0,0,1
33,5,0,0,1
34,5,0,0,1
35,5,0,0,1
36,5,0,0,1
37,5,0,0,1
38,5,0,0,1
39,5,0,0,1
40,5,0,0,1
41,5,0,0,1
42,5,0,0,1
43,5,0,0,1
44,5,0,0,1
45,5,0,0,1
46,5,0,0,1
47,5,0,0,1
48,5,0,0,1
49,5,0,0,1
50,5,0,0,1
51,5,0,0,1
52,5,0,0,1
53,5,0,0,1
55,54,0,0,1
57,56,0,0,1
58,56,0,0,1
59,56,0,0,1
60,56,0,0,1
61,56,0,0,1
62,56,0,0,1
63,56,0,0,1
64,56,0,0,1
65,56,0,0,1
66,56,0,0,1
67,56,0,0,1
68,56,0,0,1
69,56,0,0,1
70,56,0,0,1
71,56,0,0,1
72,56,0,0,1
73,56,0,0,1
74,56,0,0,1
75,56,0,0,1
76,56,0,0,1
77,56,0,0,1
78,56,0,0,1
79,56,0,0,1
80,56,0,0,1
81,56,0,0,1
82,56,0,0,1
83,56,0,0,1
84,56,0,0,1
85,56,0,0,1
86,56,0,0,1
87,56,0,0,1
88,56,0,0,1
89,56,0,0,1
90,56,0,0,1
92,91,0,0,1
94,93,0,0,1
95,93,0,0,1
96,93,0,0,1
98,97,0,0,1
100,99,0,0,1
