Source,Target,,,
5,6,1,0,0
3,68,1,0,0
3,4,1,0,0
47,48,1,0,0
12,39,1,0,0
4,8,1,0,0
4,6,1,0,0
16,61,1,0,0
16,18,1,0,0
16,64,1,0,0
22,24,1,0,0
22,31,1,0,0
22,39,1,0,0
22,47,1,0,0
22,55,1,0,0
23,30,1,0,0
26,29,1,0,0
28,29,1,0,0
29,30,1,0,0
30,38,1,0,0
33,37,1,0,0
36,37,1,0,0
37,38,1,0,0
38,46,1,0,0
41,45,1,0,0
44,45,1,0,0
45,46,1,0,0
46,54,1,0,0
49,53,1,0,0
10,61,1,0,0
52,53,1,0,0
53,54,1,0,0
54,60,1,0,0
54,23,1,0,0
55,57,1,0,0
55,22,1,0,0
57,58,1,0,0
6,24,1,0,0
6,13,1,0,0
6,12,1,0,0
6,11,1,0,0
64,65,1,0,0
64,16,1,0,0
65,66,1,0,0
68,69,1,0,0
68,3,1,0,0
69,70,1,0,0
8,9,1,0,0
18,21,1,0,0
7,8,1,0,0
9,10,1,0,0
17,18,1,0,0
25,26,1,0,0
27,28,1,0,0
32,33,1,0,0
35,36,1,0,0
40,41,1,0,0
43,44,1,0,0
48,49,1,0,0
51,52,1,0,0
61,62,1,0,0
62,63,1,0,0
21,27,1,0,0
21,34,1,0,0
21,42,1,0,0
21,50,1,0,0
21,56,1,0,0
60,63,1,0,0
39,40,1,0,0
13,31,1,0,0
56,21,1,0,0
50,51,1,0,0
42,43,1,0,0
34,35,1,0,0
31,32,1,0,0
24,25,1,0,0
11,47,1,0,0
0,2,0,1,0
2,15,0,1,0
15,20,0,1,0
20,59,0,1,0
20,20,0,1,0
59,67,0,1,0
59,15,0,1,0
67,71,0,1,0
67,2,0,1,0
1,0,0,0,1
3,2,0,0,1
4,2,0,0,1
5,2,0,0,1
6,2,0,0,1
7,2,0,0,1
8,2,0,0,1
9,2,0,0,1
10,2,0,0,1
11,2,0,0,1
12,2,0,0,1
13,2,0,0,1
14,2,0,0,1
16,15,0,0,1
17,15,0,0,1
18,15,0,0,1
19,15,0,0,1
21,20,0,0,1
22,20,0,0,1
23,20,0,0,1
24,20,0,0,1
25,20,0,0,1
26,20,0,0,1
27,20,0,0,1
28,20,0,0,1
29,20,0,0,1
30,20,0,0,1
31,20,0,0,1
32,20,0,0,1
33,20,0,0,1
34,20,0,0,1
35,20,0,0,1
36,20,0,0,1
37,20,0,0,1
38,20,0,0,1
39,20,0,0,1
40,20,0,0,1
41,20,0,0,1
42,20,0,0,1
43,20,0,0,1
44,20,0,0,1
45,20,0,0,1
46,20,0,0,1
47,20,0,0,1
48,20,0,0,1
49,20,0,0,1
50,20,0,0,1
51,20,0,0,1
52,20,0,0,1
53,20,0,0,1
54,20,0,0,1
55,20,0,0,1
56,20,0,0,1
57,20,0,0,1
58,20,0,0,1
60,59,0,0,1
61,59,0,0,1
62,59,0,0,1
63,59,0,0,1
64,59,0,0,1
65,59,0,0,1
66,59,0,0,1
68,67,0,0,1
69,67,0,0,1
70,67,0,0,1
72,71,0,0,1
