Source,Target,,,
24,25,1,0,0
22,23,1,0,0
6,39,1,0,0
6,29,1,0,0
6,7,1,0,0
40,41,1,0,0
7,9,1,0,0
11,12,1,0,0
12,14,1,0,0
16,17,1,0,0
16,22,1,0,0
16,22,1,0,0
16,23,1,0,0
16,24,1,0,0
16,25,1,0,0
17,18,1,0,0
23,24,1,0,0
25,28,1,0,0
29,31,1,0,0
33,34,1,0,0
34,36,1,0,0
39,6,1,0,0
39,40,1,0,0
9,10,1,0,0
1,2,1,0,0
36,37,1,0,0
31,32,1,0,0
14,15,1,0,0
8,9,1,0,0
10,11,1,0,0
13,14,1,0,0
15,16,1,0,0
30,31,1,0,0
32,33,1,0,0
35,36,1,0,0
37,38,1,0,0
28,38,1,0,0
0,3,0,1,0
0,44,0,1,0
3,5,0,1,0
5,19,0,1,0
5,21,0,1,0
19,27,0,1,0
21,27,0,1,0
27,5,0,1,0
27,42,0,1,0
42,44,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
10,5,0,0,1
11,5,0,0,1
12,5,0,0,1
13,5,0,0,1
14,5,0,0,1
15,5,0,0,1
16,5,0,0,1
17,5,0,0,1
18,5,0,0,1
20,19,0,0,1
22,21,0,0,1
23,21,0,0,1
24,21,0,0,1
25,21,0,0,1
26,21,0,0,1
28,27,0,0,1
29,27,0,0,1
30,27,0,0,1
31,27,0,0,1
32,27,0,0,1
33,27,0,0,1
34,27,0,0,1
35,27,0,0,1
36,27,0,0,1
37,27,0,0,1
38,27,0,0,1
39,27,0,0,1
40,27,0,0,1
41,27,0,0,1
43,42,0,0,1
45,44,0,0,1
