Source,Target,,,
140,141,1,0,0
60,61,1,0,0
75,76,1,0,0
69,70,1,0,0
13,15,1,0,0
18,20,1,0,0
63,64,1,0,0
29,31,1,0,0
34,36,1,0,0
38,39,1,0,0
39,60,1,0,0
154,85,1,0,0
154,155,1,0,0
40,42,1,0,0
45,47,1,0,0
49,60,1,0,0
50,52,1,0,0
55,57,1,0,0
59,60,1,0,0
12,68,1,0,0
12,55,1,0,0
12,45,1,0,0
12,18,1,0,0
62,28,1,0,0
62,63,1,0,0
15,16,1,0,0
109,142,1,0,0
109,120,1,0,0
109,115,1,0,0
68,12,1,0,0
68,69,1,0,0
28,62,1,0,0
28,40,1,0,0
28,34,1,0,0
74,6,1,0,0
74,75,1,0,0
155,156,1,0,0
149,150,1,0,0
92,94,1,0,0
97,99,1,0,0
101,102,1,0,0
102,103,1,0,0
143,144,1,0,0
110,112,1,0,0
115,117,1,0,0
119,140,1,0,0
120,122,1,0,0
125,127,1,0,0
129,140,1,0,0
130,132,1,0,0
136,137,1,0,0
135,137,1,0,0
139,140,1,0,0
85,154,1,0,0
85,130,1,0,0
85,110,1,0,0
85,92,1,0,0
142,109,1,0,0
142,143,1,0,0
6,74,1,0,0
6,50,1,0,0
6,29,1,0,0
6,13,1,0,0
148,91,1,0,0
148,149,1,0,0
91,148,1,0,0
91,135,1,0,0
91,125,1,0,0
91,97,1,0,0
36,37,1,0,0
32,33,1,0,0
31,32,1,0,0
20,21,1,0,0
16,17,1,0,0
104,105,1,0,0
14,16,1,0,0
17,19,1,0,0
19,20,1,0,0
23,24,1,0,0
86,87,1,0,0
21,22,1,0,0
30,32,1,0,0
33,35,1,0,0
35,36,1,0,0
37,38,1,0,0
41,43,1,0,0
42,43,1,0,0
43,44,1,0,0
44,46,1,0,0
46,47,1,0,0
47,48,1,0,0
48,49,1,0,0
51,53,1,0,0
52,53,1,0,0
53,54,1,0,0
54,56,1,0,0
56,57,1,0,0
57,58,1,0,0
58,59,1,0,0
58,61,1,0,0
93,95,1,0,0
94,95,1,0,0
95,96,1,0,0
96,98,1,0,0
98,99,1,0,0
99,100,1,0,0
100,101,1,0,0
100,103,1,0,0
111,113,1,0,0
112,113,1,0,0
113,114,1,0,0
114,116,1,0,0
116,117,1,0,0
117,118,1,0,0
118,119,1,0,0
121,123,1,0,0
122,123,1,0,0
123,124,1,0,0
124,126,1,0,0
126,127,1,0,0
127,128,1,0,0
128,129,1,0,0
131,133,1,0,0
132,133,1,0,0
133,134,1,0,0
134,136,1,0,0
137,138,1,0,0
138,139,1,0,0
138,141,1,0,0
7,8,1,0,0
1,2,1,0,0
80,81,1,0,0
0,3,0,1,0
0,79,0,1,0
3,5,0,1,0
5,9,0,1,0
5,73,0,1,0
9,11,0,1,0
11,25,0,1,0
11,67,0,1,0
25,27,0,1,0
27,27,0,1,0
27,65,0,1,0
65,67,0,1,0
67,11,0,1,0
67,71,0,1,0
71,73,0,1,0
73,5,0,1,0
73,77,0,1,0
77,79,0,1,0
79,82,0,1,0
79,159,0,1,0
82,84,0,1,0
84,88,0,1,0
84,153,0,1,0
88,90,0,1,0
90,106,0,1,0
90,147,0,1,0
106,108,0,1,0
108,108,0,1,0
108,145,0,1,0
145,147,0,1,0
147,90,0,1,0
147,151,0,1,0
151,153,0,1,0
153,84,0,1,0
153,157,0,1,0
157,159,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
10,9,0,0,1
12,11,0,0,1
13,11,0,0,1
14,11,0,0,1
15,11,0,0,1
16,11,0,0,1
17,11,0,0,1
18,11,0,0,1
19,11,0,0,1
20,11,0,0,1
21,11,0,0,1
22,11,0,0,1
23,11,0,0,1
24,11,0,0,1
26,25,0,0,1
28,27,0,0,1
29,27,0,0,1
30,27,0,0,1
31,27,0,0,1
32,27,0,0,1
33,27,0,0,1
34,27,0,0,1
35,27,0,0,1
36,27,0,0,1
37,27,0,0,1
38,27,0,0,1
39,27,0,0,1
40,27,0,0,1
41,27,0,0,1
42,27,0,0,1
43,27,0,0,1
44,27,0,0,1
45,27,0,0,1
46,27,0,0,1
47,27,0,0,1
48,27,0,0,1
49,27,0,0,1
50,27,0,0,1
51,27,0,0,1
52,27,0,0,1
53,27,0,0,1
54,27,0,0,1
55,27,0,0,1
56,27,0,0,1
57,27,0,0,1
58,27,0,0,1
59,27,0,0,1
60,27,0,0,1
61,27,0,0,1
62,27,0,0,1
63,27,0,0,1
64,27,0,0,1
66,65,0,0,1
68,67,0,0,1
69,67,0,0,1
70,67,0,0,1
72,71,0,0,1
74,73,0,0,1
75,73,0,0,1
76,73,0,0,1
78,77,0,0,1
80,79,0,0,1
81,79,0,0,1
83,82,0,0,1
85,84,0,0,1
86,84,0,0,1
87,84,0,0,1
89,88,0,0,1
91,90,0,0,1
92,90,0,0,1
93,90,0,0,1
94,90,0,0,1
95,90,0,0,1
96,90,0,0,1
97,90,0,0,1
98,90,0,0,1
99,90,0,0,1
100,90,0,0,1
101,90,0,0,1
102,90,0,0,1
103,90,0,0,1
104,90,0,0,1
105,90,0,0,1
107,106,0,0,1
109,108,0,0,1
110,108,0,0,1
111,108,0,0,1
112,108,0,0,1
113,108,0,0,1
114,108,0,0,1
115,108,0,0,1
116,108,0,0,1
117,108,0,0,1
