Source,Target,,,
12,13,1,0,0
11,12,1,0,0
10,11,1,0,0
31,32,1,0,0
3,5,1,0,0
61,62,1,0,0
4,5,1,0,0
5,14,1,0,0
5,13,1,0,0
5,12,1,0,0
5,11,1,0,0
5,10,1,0,0
5,9,1,0,0
5,6,1,0,0
6,7,1,0,0
9,10,1,0,0
13,14,1,0,0
14,17,1,0,0
17,38,1,0,0
21,26,1,0,0
25,26,1,0,0
68,77,1,0,0
68,76,1,0,0
68,75,1,0,0
68,74,1,0,0
68,73,1,0,0
68,72,1,0,0
68,69,1,0,0
26,35,1,0,0
26,34,1,0,0
26,33,1,0,0
26,32,1,0,0
26,31,1,0,0
26,30,1,0,0
26,27,1,0,0
27,28,1,0,0
30,31,1,0,0
32,33,1,0,0
33,34,1,0,0
34,35,1,0,0
35,38,1,0,0
38,59,1,0,0
42,47,1,0,0
46,47,1,0,0
47,56,1,0,0
47,55,1,0,0
47,54,1,0,0
47,53,1,0,0
47,52,1,0,0
47,51,1,0,0
47,48,1,0,0
48,49,1,0,0
51,52,1,0,0
52,53,1,0,0
53,54,1,0,0
54,55,1,0,0
55,56,1,0,0
56,59,1,0,0
59,80,1,0,0
63,68,1,0,0
67,68,1,0,0
69,70,1,0,0
72,73,1,0,0
73,74,1,0,0
74,75,1,0,0
75,76,1,0,0
76,77,1,0,0
77,80,1,0,0
80,101,1,0,0
84,89,1,0,0
102,103,1,0,0
88,89,1,0,0
89,98,1,0,0
89,97,1,0,0
89,96,1,0,0
89,95,1,0,0
89,94,1,0,0
89,93,1,0,0
89,90,1,0,0
90,91,1,0,0
93,94,1,0,0
94,95,1,0,0
95,96,1,0,0
96,97,1,0,0
97,98,1,0,0
98,101,1,0,0
101,122,1,0,0
106,107,1,0,0
105,110,1,0,0
109,110,1,0,0
110,119,1,0,0
110,118,1,0,0
110,117,1,0,0
110,116,1,0,0
110,115,1,0,0
110,114,1,0,0
110,111,1,0,0
111,112,1,0,0
114,115,1,0,0
115,116,1,0,0
116,117,1,0,0
117,118,1,0,0
118,119,1,0,0
119,122,1,0,0
122,130,1,0,0
130,147,1,0,0
132,135,1,0,0
134,135,1,0,0
135,144,1,0,0
135,143,1,0,0
135,142,1,0,0
135,141,1,0,0
135,140,1,0,0
135,139,1,0,0
135,136,1,0,0
136,137,1,0,0
139,140,1,0,0
140,141,1,0,0
141,142,1,0,0
142,143,1,0,0
143,144,1,0,0
144,147,1,0,0
147,154,1,0,0
147,130,1,0,0
151,152,1,0,0
23,24,1,0,0
65,66,1,0,0
40,41,1,0,0
44,45,1,0,0
19,20,1,0,0
18,19,1,0,0
2,123,1,0,0
20,21,1,0,0
22,23,1,0,0
24,25,1,0,0
39,40,1,0,0
41,42,1,0,0
43,44,1,0,0
45,46,1,0,0
60,61,1,0,0
62,63,1,0,0
64,65,1,0,0
66,67,1,0,0
81,82,1,0,0
82,83,1,0,0
83,84,1,0,0
85,86,1,0,0
86,87,1,0,0
87,88,1,0,0
103,104,1,0,0
104,105,1,0,0
107,108,1,0,0
108,109,1,0,0
131,132,1,0,0
133,134,1,0,0
149,128,1,0,0
127,150,1,0,0
150,151,1,0,0
150,127,1,0,0
148,129,1,0,0
1,124,1,0,0
123,129,1,0,0
154,155,1,0,0
124,128,1,0,0
128,131,1,0,0
128,149,1,0,0
129,133,1,0,0
129,148,1,0,0
0,16,0,1,0
0,8,0,1,0
8,16,0,1,0
16,37,0,1,0
16,29,0,1,0
29,37,0,1,0
