Source,Target,,,
6,55,1,0,0
6,13,1,0,0
56,57,1,0,0
50,51,1,0,0
13,22,1,0,0
13,43,1,0,0
37,38,1,0,0
19,36,1,0,0
19,22,1,0,0
19,21,1,0,0
21,28,1,0,0
22,23,1,0,0
23,25,1,0,0
27,34,1,0,0
43,44,1,0,0
28,29,1,0,0
29,31,1,0,0
33,34,1,0,0
34,35,1,0,0
35,42,1,0,0
35,20,1,0,0
36,19,1,0,0
36,37,1,0,0
25,26,1,0,0
44,46,1,0,0
42,48,1,0,0
49,12,1,0,0
49,50,1,0,0
20,35,1,0,0
55,6,1,0,0
55,56,1,0,0
7,8,1,0,0
46,47,1,0,0
31,32,1,0,0
24,25,1,0,0
26,27,1,0,0
30,31,1,0,0
32,33,1,0,0
45,46,1,0,0
47,48,1,0,0
1,2,1,0,0
12,49,1,0,0
12,43,1,0,0
12,28,1,0,0
14,15,1,0,0
0,3,0,1,0
0,60,0,1,0
3,5,0,1,0
5,9,0,1,0
5,54,0,1,0
9,11,0,1,0
11,16,0,1,0
11,41,0,1,0
16,18,0,1,0
18,18,0,1,0
18,39,0,1,0
39,41,0,1,0
41,11,0,1,0
41,52,0,1,0
52,54,0,1,0
54,5,0,1,0
54,58,0,1,0
58,60,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
10,9,0,0,1
12,11,0,0,1
13,11,0,0,1
14,11,0,0,1
15,11,0,0,1
17,16,0,0,1
19,18,0,0,1
20,18,0,0,1
21,18,0,0,1
22,18,0,0,1
23,18,0,0,1
24,18,0,0,1
25,18,0,0,1
26,18,0,0,1
27,18,0,0,1
28,18,0,0,1
29,18,0,0,1
30,18,0,0,1
31,18,0,0,1
32,18,0,0,1
33,18,0,0,1
34,18,0,0,1
35,18,0,0,1
36,18,0,0,1
37,18,0,0,1
38,18,0,0,1
40,39,0,0,1
42,41,0,0,1
43,41,0,0,1
44,41,0,0,1
45,41,0,0,1
46,41,0,0,1
47,41,0,0,1
48,41,0,0,1
49,41,0,0,1
50,41,0,0,1
51,41,0,0,1
53,52,0,0,1
55,54,0,0,1
56,54,0,0,1
57,54,0,0,1
59,58,0,0,1
61,60,0,0,1
