Source,Target,,,
7,130,1,0,0
131,132,1,0,0
8,10,1,0,0
12,31,1,0,0
12,35,1,0,0
12,41,1,0,0
12,46,1,0,0
12,105,1,0,0
12,111,1,0,0
12,116,1,0,0
15,16,1,0,0
14,16,1,0,0
18,31,1,0,0
18,34,1,0,0
18,40,1,0,0
18,45,1,0,0
18,58,1,0,0
18,64,1,0,0
18,69,1,0,0
33,36,1,0,0
33,59,1,0,0
33,83,1,0,0
33,107,1,0,0
21,22,1,0,0
20,22,1,0,0
24,32,1,0,0
24,57,1,0,0
24,63,1,0,0
24,68,1,0,0
24,82,1,0,0
24,88,1,0,0
24,93,1,0,0
27,28,1,0,0
26,28,1,0,0
30,33,1,0,0
30,81,1,0,0
30,87,1,0,0
30,92,1,0,0
30,106,1,0,0
30,112,1,0,0
30,117,1,0,0
31,32,1,0,0
6,129,1,0,0
6,121,1,0,0
6,97,1,0,0
6,73,1,0,0
6,50,1,0,0
6,25,1,0,0
6,19,1,0,0
6,13,1,0,0
6,8,1,0,0
32,33,1,0,0
34,35,1,0,0
35,36,1,0,0
36,37,1,0,0
37,38,1,0,0
40,41,1,0,0
41,42,1,0,0
42,49,1,0,0
45,46,1,0,0
46,49,1,0,0
49,55,1,0,0
50,52,1,0,0
54,55,1,0,0
55,56,1,0,0
57,58,1,0,0
58,59,1,0,0
59,60,1,0,0
129,6,1,0,0
130,7,1,0,0
130,131,1,0,0
10,11,1,0,0
60,61,1,0,0
76,77,1,0,0
52,53,1,0,0
28,29,1,0,0
63,64,1,0,0
64,65,1,0,0
65,72,1,0,0
68,69,1,0,0
69,72,1,0,0
72,79,1,0,0
75,76,1,0,0
74,76,1,0,0
78,79,1,0,0
79,80,1,0,0
81,82,1,0,0
82,83,1,0,0
83,84,1,0,0
84,85,1,0,0
87,88,1,0,0
88,89,1,0,0
89,96,1,0,0
92,93,1,0,0
93,96,1,0,0
96,103,1,0,0
99,100,1,0,0
98,100,1,0,0
102,103,1,0,0
103,104,1,0,0
105,106,1,0,0
106,107,1,0,0
107,108,1,0,0
108,109,1,0,0
111,112,1,0,0
112,113,1,0,0
113,120,1,0,0
116,117,1,0,0
117,120,1,0,0
120,127,1,0,0
123,124,1,0,0
122,124,1,0,0
126,127,1,0,0
127,128,1,0,0
22,23,1,0,0
16,17,1,0,0
9,10,1,0,0
11,12,1,0,0
13,15,1,0,0
17,18,1,0,0
19,21,1,0,0
23,24,1,0,0
25,27,1,0,0
29,30,1,0,0
51,52,1,0,0
53,54,1,0,0
53,56,1,0,0
73,75,1,0,0
77,78,1,0,0
77,80,1,0,0
97,99,1,0,0
100,101,1,0,0
101,102,1,0,0
101,104,1,0,0
121,123,1,0,0
124,125,1,0,0
125,126,1,0,0
125,128,1,0,0
1,2,1,0,0
0,3,0,1,0
0,135,0,1,0
3,5,0,1,0
5,39,0,1,0
5,44,0,1,0
39,48,0,1,0
44,48,0,1,0
48,62,0,1,0
48,67,0,1,0
62,71,0,1,0
67,71,0,1,0
71,86,0,1,0
71,91,0,1,0
86,95,0,1,0
91,95,0,1,0
95,110,0,1,0
95,115,0,1,0
110,119,0,1,0
115,119,0,1,0
119,5,0,1,0
119,133,0,1,0
133,135,0,1,0
1,0,0,0,1
2,0,0,0,1
4,3,0,0,1
6,5,0,0,1
7,5,0,0,1
8,5,0,0,1
9,5,0,0,1
